snapshot_id,captured_at_utc,rank,appid,title,release_text,price_text,game_url,page_number,position_on_page,source_url,discount_text,review_summary,image_url,platforms,tags_raw
ed4646ee-b0e8-41e3-aee7-3150432fe723,2026-05-26T19:21:52.701343+00:00,2001,1241390,HAUNTED SPACE,Coming soon,Free,https://store.steampowered.com/app/1241390/HAUNTED_SPACE/,81,1,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,win,
ed4646ee-b0e8-41e3-aee7-3150432fe723,2026-05-26T19:21:52.701343+00:00,2002,3693970,Plant Tales,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/3693970/Plant_Tales/,81,2,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,"win,mac,linux",
ed4646ee-b0e8-41e3-aee7-3150432fe723,2026-05-26T19:21:52.701343+00:00,2003,1497910,Eastern Tactics,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/1497910/Eastern_Tactics/,81,3,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,win,
ed4646ee-b0e8-41e3-aee7-3150432fe723,2026-05-26T19:21:52.701343+00:00,2004,1033540,Arvita,Coming soon,Free,https://store.steampowered.com/app/1033540/Arvita/,81,4,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,win,
ed4646ee-b0e8-41e3-aee7-3150432fe723,2026-05-26T19:21:52.701343+00:00,2005,3447070,Emergency Call - The Firefighting Simulation 3,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/3447070/Emergency_Call__The_Firefighting_Simulation_3/,81,5,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,win,
ed4646ee-b0e8-41e3-aee7-3150432fe723,2026-05-26T19:21:52.701343+00:00,2006,1695530,Seen 2,Coming soon,Free,https://store.steampowered.com/app/1695530/Seen_2/,81,6,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,win,
ed4646ee-b0e8-41e3-aee7-3150432fe723,2026-05-26T19:21:52.701343+00:00,2007,3859210,Rhythm Animal Café,Q2 2026,Unpriced (Coming Soon),https://store.steampowered.com/app/3859210/Rhythm_Animal_Caf/,81,7,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,win,
ed4646ee-b0e8-41e3-aee7-3150432fe723,2026-05-26T19:21:52.701343+00:00,2008,3968160,Island Beekeeper,Q2 2026,Unpriced (Coming Soon),https://store.steampowered.com/app/3968160/Island_Beekeeper/,81,8,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,win,
ed4646ee-b0e8-41e3-aee7-3150432fe723,2026-05-26T19:21:52.701343+00:00,2009,4369490,Soulbound: Online,Coming soon,Free,https://store.steampowered.com/app/4369490/Soulbound_Online/,81,9,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,win,
ed4646ee-b0e8-41e3-aee7-3150432fe723,2026-05-26T19:21:52.701343+00:00,2010,3970880,Eggspedition,2026,Unpriced (Coming Soon),https://store.steampowered.com/app/3970880/Eggspedition/,81,10,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,win,
