appid,title_old,rank_old
1472730,SimBus,1675
2334320,Cthulhu Keeper,1676
2688780,Odd Town,1677
1735880,Drake Frontier,1678
2497020,Sick Samurai,1679
2686570,Waltz and Jam,1680
4513060,Yandere Virus,1681
3833810,Bioneers,1682
4402330,The 9th Dragon,1683
2809200,Fading Skies,1684
4250680,AGX GP,1685
1735370,Necrowave,1686
3900950,Too Many F*cking Nazis,1687
2507690,Thalassophobia,1688
2783370,Teeto,1689
3547910,Alisa: The Parting,1690
2329070,POSTFROST,1691
2246370,Music Power Up,1692
3710560,Protocol: Terminate,1693
4512570,A Game About Chopping Trees,1694
3454770,Endless Machines,1695
2076210,Southfield,1696
3720330,Infinite Alliance,1697
3432480,Shards of Order,1698
2710920,Aeterna Lucis,1699
3410390,Hear Tell of Hauntings,1700
3851600,Pulsebreaker,1702
2381500,Engine Simulator,1703
3622350,Kill Joy,1704
1823210,Breeze in the Clouds,1705
473750,Feudums,1706
3630010,CoopRooms,1707
3071440,A Week in the Life of Asocial Giraffe,1708
4260270,Stranded with You,1709
3404880,Someone's Inside Me,1710
4093640,Psych Rift,1711
1647220,"Once,in Times of Chaos",1712
3088510,Spellsided,1713
3922560,Rural Cat Trails,1714
2453200,Metalstorm,1715
3560630,Meat Without Master,1716
3891400,Mixed Spirits: Bartender,1717
4678470,The Magician's Hand,1718
4034350,Loss Prevention,1719
2198310,PALEOPHAGE,1720
2695810,Sunset Devils,1721
3715770,Oh! Robot: Legendary Mechanic,1722
4582880,Signet City,1723
4463840,Inquisitor Simulator,1724
4206080,Neidfyre,1725
