appid,title_old,title_new,rank_old,rank_new,rank_delta,abs_rank_delta,movement_type,spike_type,price_text_old,price_text_new,price_changed,release_text_old,release_text_new,release_changed
5072600,Family Time,Family Time,1047,841,206,206,up,upward_spike,Free,Free,False,Q1 2027,Q1 2027,False
4538140,Rehaunted,Rehaunted,969,856,113,113,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 14, 2026","Sep 14, 2026",False
4300090,Neat!,Neat!,801,726,75,75,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 14, 2026","Sep 14, 2026",False
3180340,RIG Riot,RIG Riot,773,728,45,45,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 14, 2026","Sep 14, 2026",False
3947460,Creator Chronicles,Creator Chronicles,566,523,43,43,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 14, 2026","Sep 14, 2026",False
4981570,Wand & Order: Tidy up the magic shop!,Wand & Order: Tidy up the magic shop!,1032,994,38,38,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 18, 2026","Sep 18, 2026",False
4435340,Anymaker,Anymaker,733,697,36,36,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 18, 2026","Sep 18, 2026",False
4416300,Yu-Gi-Oh! TAG FORCE GX,Yu-Gi-Oh! TAG FORCE GX,1066,1037,29,29,up,upward_spike,$49.99,$49.99,False,"Feb 16, 2027","Feb 16, 2027",False
5056630,Last Ditch Effort,Last Ditch Effort,1031,1003,28,28,up,upward_spike,Free,Free,False,2027,2027,False
3861710,Otterly Lost,Otterly Lost,636,610,26,26,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 23, 2026","Sep 23, 2026",False
3636930,Professional Ship Simulator,Professional Ship Simulator,555,532,23,23,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 16, 2026","Sep 16, 2026",False
3116460,ROOM– 24/7 Total Surveillance,ROOM– 24/7 Total Surveillance,1115,1092,23,23,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 17, 2026","Sep 17, 2026",False
4163960,Another Eden Begins,Another Eden Begins,746,725,21,21,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 16, 2026","Sep 16, 2026",False
3891400,Mixed Spirits: Bartender,Mixed Spirits: Bartender,1090,1069,21,21,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 15, 2026","Sep 15, 2026",False
4110220,Room 404: Erotic Massage,Room 404: Erotic Massage,947,927,20,20,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 16, 2026","Sep 16, 2026",False
