appid,title_old,rank_old
3616280,Mr Magpie's Harmless Card Game,1722
2218540,Heavy Duty Construction,1723
3488640,Magical Blush,1724
4462580,BLIGHTEN,1726
4098030,Shipping Store Simulator 2037,1727
812910,Zodiac Legion,1729
2139040,"Cook, Serve, Delicious: Re-Mustard!",1731
2685100,NOIR BLOOM,1732
3738130,Economic Miracle,1733
1188870,Earthbreakers,1734
2577430,Ghost Vanguard,1735
3826670,Flipping is Hard,1736
1066740,Mercyful Flames: The Witches,1737
3323210,The Age of Bhaarat,1738
816070,Blunt Force,1739
4176140,End of Eden,1740
1773220,Train Mechanic Simulator 2025,1741
1113080,Dog Trainer,1742
1324400,Crimepunk Detective,1743
2363280,NULLSPACE,1744
3519500,Elusive,1745
1354980,Decimated,1746
4156710,Coin Maker Simulator,1747
1892580,Zombotron Re-Boot,1748
1120330,Sky of Tides,1749
2503230,Bogdan's Cross,1750
