appid,title,url,published_at,contents_preview,date_classification,evidence_type
3950130,Demo Update 1.13,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1835871199312169,2026-06-22T06:17:40+00:00,Wanted to get this update out there since I noticed that some Twitch VODs were being muted due to a song in the Royalty Free Music Player.Update Notes:Gameplay ChangesRemove song that was causing Twitch VODs to being mutedTable cells now highlight when hovered overDecrease tab size (I didn't notice ,inside_extended_window,steam_news
3950130,Releasing on July 17th!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1835871199311142,2026-06-21T15:53:47+00:00,Database Detective: Minor Crimes Division is releasing on July 17th!That’s less than a month away!!!Thank you all for sticking around so far! I’m so excited for you all to play the full game when it releases. So much work has been put into this game and I really just hope it meets (and possibly even,inside_extended_window,steam_news
3950130,Demo Update 1.12 - Improved Hint System!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1835236783559228,2026-06-11T04:26:44+00:00,"I've noticed that most people didn't realize that when you click on your assistant after asking for a hint, he'll give you more hints! I've improved this so that you can cycle through hints when you simply ask for help once.Update Notes:Gameplay ChangesYou can now click ""Next"" when asking for help t",inside_extended_window,steam_news
3950130,Demo Update 1.11 - Join the Discord!!!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1834602721183368,2026-06-03T00:28:13+00:00,"Hey everyone! I finally made a discord page, which you can join by following this link!If you're interested in the development process of this game, I'll be posting some dev logs on there documenting how this game came to be. Also, if you want a drawing of yours to be a part of the game, I'm doing l",inside_extended_window,steam_news
3950130,Demo Update 1.10 - More Bug Fixes,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1832700592793967,2026-05-16T07:49:07+00:00,Squashing some more bugs - thanks all for reporting these issues!Update Notes:Bug FixesPrevent soft lock when a wrong suspect is arrested twiceFixed notepad issues that might have caused some weird behaviorParser: add backtick (``) and square bracket (\) support for identifiers (table and column nam,outside_window,steam_news
3950130,Demo Update 1.9 - An update in time for InterfaceX26!!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1831432155574846,2026-05-03T04:36:28+00:00,"With InterfaceX26 fest here, I wanted to get in an update that addresses EVERYTHING YOU'VE EVER WANTED!!!! (almost).The contents of this update comes from your bug reports and feature requests, so thank you for letting me hear your thoughts on this matter! If you have any more feature requests or bu",outside_window,steam_news
3950130,Demo Update 1.08 - Bug Fixes!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1826992588598712,2026-03-14T21:48:26+00:00,Just wanted to thank everyone for playing the demo and for reporting these issues! Couldn't have done it without you ,outside_window,steam_news
3950130,Demo Update 1.07 - CopOS has been overhauled!!!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1825727806716313,2026-03-02T02:48:03+00:00,"A HUGE new update for all of you DATABASE DETECTIVES!!!Pretty much every feature request I've been keeping track of has been implemented in this update, such as a taskbar and the ability to minimize window panels!There are also a bunch of visual improvements that make interacting with CopOS smoother",outside_window,steam_news
3950130,Demo Update 1.05 - New (Optional) CRT Filter!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1823191198608163,2026-01-31T21:43:14+00:00,"Here's a small update that adds an optional CRT filter for those who wanted to get more immersed in the time and era of Database Detective: Minor Crimes DivisionThis filter is enabled by default, but if you find it hurts your eyes (such as when trying to read), you can disable this filter in the set",outside_window,steam_news
3950130,Demo Update 1.04 - New Notepad!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1821288646587464,2026-01-13T07:23:35+00:00,An update just in time for DETECTIVE FEST!!!The most notable change here is a new note taking app that you can use to write down whatever you want! There's even a dark mode setting on there! Update Notes:Gameplay ChangesAdded a much requested notepad for you to take notes on each case!Changed the ar,outside_window,steam_news
3950130,Demo Update 1.0.3,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1821288646578201,2026-01-08T08:48:03+00:00,Thanks everyone for reporting any bugs and issues you've encountered! Hopefully this update should fix a few of them. Update Notes:Bug FixesFix crashing on macOS when you get to the last level of the demo.Increase audio buffer size to hopefully fix the crackling audio issue.Assistant is now FORCED t,outside_window,steam_news
3950130,Demo Update 1.0.2,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1819386365121177,2026-01-04T00:25:41+00:00,Hey everyone! Thanks for playing and for all the kind feedback so far! :)This newest update should overall improve stability and make the goal of the last level clearer.Please let me know if you have any more feedback! Update Notes:Gameplay ChangesUpdate evidence in level 4 to clarify which conventi,outside_window,steam_news
3950130,The Demo is OUT NOW!!!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1819386365109820,2025-12-26T23:31:57+00:00,"That's right! Right now you can play the first four cases of Database Detective: Minor Crimes Edition!!This demo should cover the basics of SQL querying, where you get to play around with concepts such as JOINS and aggregate functions.Please let me know if you have any feedback! Thank you all :)",outside_window,steam_news
