appid,title_old,rank_old
4800590,Supermarket Chaos,1052
2776910,100 Paris Cats,1626
3432980,Ballistic.exe,1627
2547010,Mik,1629
1847180,MORTAL CRUX,1630
3449370,VANRAN,1631
3806350,Harventure,1632
3239830,Truth Scrapper,1633
1730790,A Sister's Journey,1634
3848900,Sucker for Love: Crush Landing,1635
2954590,Musgro Farm,1636
3177710,On The Train,1637
2855360,Please Insert Disc,1638
2304360,Mainland,1639
4126510,My Otter Friends,1640
1549600,Complex SKY,1641
3010150,BLOODY HELL 2,1642
847720,Söldner: Secret Wars Remastered,1643
2562390,Benny's Backrooms,1644
2172910,CAPTAIN TSUBASA 2: WORLD FIGHTERS,1645
3810510,DERELIKT,1646
1641040,Hyde's Haunt & Seek,1647
3716910,Whispers in the fog,1648
3453490,Rootbound,1649
2446660,Dragonscale Monastery,1650
