appid,title,url,published_at,contents_preview,date_classification,evidence_type
4452700,Stage Tour takes the spotlight at gamescom Opening Night Live!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1841579228663099,2026-08-19T16:00:40+00:00,"Stage Tour takes the spotlight at gamescom Opening Night Live next Tuesday, August 25. Watch the global livestream at 11 AM PT / 2 PM ET / 8 PM CEST.Exact Stage Tour airtime within the show is TBD.You won't want to miss this one! ",inside_extended_window,steam_news
4452700,Stage Tour Setlist Reveal #7,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1840944183774414,2026-08-12T16:01:14+00:00,"The stars have aligned. ✨You could say this one's a star-studded lineup.This week's Stage Tour setlist reveal is written in the stars, bringing together three tracks from three iconic names. From rock legends The Rolling Stones to Smash Mouth's unmistakable anthem and the soaring sound of Muse, this",inside_extended_window,steam_news
4452700,Stage Tour Setlist Reveal #6,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1840310314339580,2026-08-05T16:01:02+00:00,"Just a few songs with ""Just"" in the name... just for you!Turns out they're all bangers.This week's Stage Tour setlist reveal brings together three songs connected by one simple word, but each with its own unmistakable sound. From one of alternative rock's most beloved anthems to a Radiohead classic ",inside_extended_window,steam_news
4452700,Stage Tour Setlist Reveal #5,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1839676055882961,2026-07-29T16:06:58+00:00,"Things just got a whole lot heavier.For Setlist Reveal #5, three monster tracks have entered the Stage Tour setlist. Packed with face-melting solos, killer riffs, and relentless energy, these new additions are ready to put your shredding skills to the test.Newly Announced Tracks""The Motherload"" — Ma",inside_extended_window,steam_news
4452700,Stage Tour x Dark Horse Comics,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1838407329257522,2026-07-16T18:01:11+00:00,"We've teamed up with Dark Horse Comics to create an exclusive Stage Tour one-shot comic, debuting at San Diego Comic-Con with an all-new original story starring select bandmates from our upcoming rhythm game.Read the official press release: https://stgame.io/stsdccAttending SDCC? Stop by the Stage T",inside_extended_window,steam_news
4452700,Stage Tour Setlist Reveal #4,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1838407329254707,2026-07-15T16:36:31+00:00,"Some songs demand to be played LOUD.For the fourth Stage Tour setlist reveal, we're revealing three killer tracks that are guaranteed to make you headbang. These newly revealed tracks are built for loud speakers, packed crowds, and full volume from the very first note.Newly Announced Tracks""Siren"" —",inside_extended_window,steam_news
4452700,Next Stop: San Diego Comic-Con,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1837955055359605,2026-07-11T16:03:56+00:00,Our tour continues at SDCC!Stop by Booth #2834 for an early hands-on experience with Stage Tour.We've got a few surprises for SDCC attendees. More next week. ,inside_extended_window,steam_news
4452700,Stage Tour Setlist Reveal #3,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1836506165583886,2026-07-09T16:13:03+00:00,"Some songs don't just climb playlists. They completely take over.For our third setlist reveal, we're revealing three viral tracks we couldn't pass up. After taking over playlists, feeds, and FYPs everywhere, they've officially earned their place in the growing Stage Tour soundtrack.Newly Announced T",inside_extended_window,steam_news
4452700,Stage Tour Setlist Grows to 10 Confirmed Songs,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1836506165551993,2026-06-25T22:19:36+00:00,"Ever since revealing the first seven songs from the Stage Tour Closed Alpha setlist, one question has continued to come up:""What other songs will be in Stage Tour?""Today, we're excited to reveal three more songs joining the growing Stage Tour setlist, bringing even more pop-punk, alternative rock, a",outside_window,steam_news
4452700,RedOctane's 'next evolution in rhythm gaming' sure looks a lot like 2007's Rock Band,https://steamstore-a.akamaihd.net/news/externalpost/PC Gamer/1825727806718097,2026-03-02T16:53:30+00:00,"For a brief period in the early 2000s, RedOctane was a big deal. It peaked in 2005 as the publisher of Guitar Hero, leading Activision to acquire it the following year, but just a few years after that the ride was over: Amidst massive market oversaturation and flagging interest among players, Activi",outside_window,steam_news
