appid,title,url,published_at,contents_preview,date_classification,evidence_type
4300090,Neat! Release Date & Full Game Details,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1841579228664663,2026-08-20T07:42:53+00:00,"Hey everyone!First of all, thank you so much for all the wishlists and for playing the demo! Neat! reached over 25k wishlists, and we're incredibly happy to see so many people excited for Neat! Reading your comments kept us going through the final stretch of development. Your feedback truly shaped t",inside_extended_window,steam_news
4300090,Demo Patch #2,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1835871199313691,2026-06-22T18:11:12+00:00,"Thank you so much for being with us during Steam Next Fest, and thank you for all your feedback — it means the world to us.We have a lot of ideas and plans for improvements, and today we're releasing new patch we've been working on over the past week.What's new:Safe Zone added — you can now freely d",outside_window,steam_news
4300090,Bug fixes - version 0.43,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1835236783573873,2026-06-16T11:04:08+00:00,Fixes:Bug with placement (magazines)Polish localization,outside_window,steam_news
4300090,Bug fixes - version 0.42,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1835236783570674,2026-06-15T15:05:07+00:00,Fixes:Bug with item placement (Konbini)Bug with magazines previewVisual bug with vertical item placement (Kitchen)Visual bug with sugar and coffee standAdded stacking for frozen vegetablesMinor localization fixes,outside_window,steam_news
4300090,Demo Patch #1,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1835236783561374,2026-06-11T17:44:52+00:00,"It's been a week since demo release, and over 1,000 players have tried Neat!Thank you all for the feedback and support. We plan to update the demo continuously up until release, so expect more patches on the way.Today's patch focuses on quality-of-life improvements, bug fixes, and a partly new UI.Mo",outside_window,steam_news
4300090,The Neat Demo is Live — See You at Steam Next Fest!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1834602721198799,2026-06-08T12:59:21+00:00,"Huge thanks to all the playtesters who reported bugs and pointed out what worked and what didn't. Your feedback shaped this demo, and we couldn't have shipped it without you.We're already preparing one more patch before the festival, landing in the coming days — focused on bug fixes, a UI update, an",outside_window,steam_news
4300090,"Tooltips, Gamepad Support, New Quests & More",https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1833968530891898,2026-05-29T17:38:27+00:00,"Hey everyone! We've been heads-down working on some big changes, and here's what's new:Tooltips & Tags Hover over any item and you'll now see its name and a set of tags that hint at where it might belong. Think of them as gentle nudges — not rules, just ideas. We'll be expanding the tag set over tim",outside_window,steam_news
4300090,New Playtest Level — Konbini 6-7,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1833334318572487,2026-05-22T17:53:43+00:00,"A new level is in the playtest build: a Japanese konbini at five in the morning.Yuki, a university student on the night shift, fell asleep mid-study session. The delivery boxes are still sealed. The coffee station is in pieces. Nothing is on the shelves. The store opens in an hour, and if the manage",outside_window,steam_news
4300090,Neat Playtest Patch #1 — Doors 🚪,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1830797770237042,2026-04-24T18:01:15+00:00,"Just a week ago we launched the playtest, and since then we’ve received tons of feedback, bug reports, suggestions, and just kind words — thank you, seriously.We’re pushing regular updates to improve the experience and address your feedback as fast as possible.Today’s update is all about Doors — eas",outside_window,steam_news
4300090,Neat Playtest is Live,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1830163047260854,2026-04-17T16:57:07+00:00,"The Neat playtest is live.After months of heads-down work, we're opening the doors. Starting today, you can play Neat.How to joinHead to the Neat Steam page and hit the green ""Request Access"" button on the playtest widget. We're approving requests in waves throughout the day — if you don't see an in",outside_window,steam_news
4300090,Hello world!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1828441623112922,2026-03-31T17:25:52+00:00,"Today is a big day for us. We're officially announcing the game and revealing our first trailer. Go check it out!But that's not all. Today also marks Day One of our Development Diaries. Starting very soon, we'll be bringing you weekly snapshots of our development journey — behind-the-scenes looks at",outside_window,steam_news
