appid,title_new,rank_new,price_text_new,release_text_new
4416300,Yu-Gi-Oh! TAG FORCE GX,1169,$49.99,"Feb 16, 2027"
5096600,Highways & Co.,1175,Unpriced (Coming Soon),2026
