appid,title,url,published_at,contents_preview,date_classification,evidence_type
3711050,beaterCore Demo 0.3.0 is released!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1835236783557766,2026-06-10T14:37:16+00:00,"ModsOfficial, proper, but basic mod support. Steam workshop is not going to be supported in the demo version, but for now you can find mods in our discord communityMod manager in settings menuMultiplayer servers check for mod compatibility and automatically enable required mods and disable the ones ",outside_window,steam_news
3711050,beaterCore Demo 0.2.1 is released!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1832065502823090,2026-05-12T06:58:45+00:00,Prologue story instead of the tutorial sequenceEngine wear has been reduced by 50%Engine oil wear has been reduced by 30%Multiplayer rewards have been reduced by 30%Rewards for singleplayer races have been increased by 500Fixed decal rendering on certain GPU models and driver versionsNew dialog soun,outside_window,steam_news
3711050,beaterCore Demo 0.1.3 is released!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1828894815554170,2026-04-01T09:32:31+00:00,Added MSAA and SSAA anti-aliasing options in graphics settingsAdded rolling resistance and sounds to grass and rocksImproved hub visualsAdded ability to change car's colors in split screenImproved UI in graphics settingsPossible fix for rendering artifacts on some GPUsFix visiting other player's gar,outside_window,steam_news
3711050,beaterCore Demo 0.1.1 is released!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1827626365750098,2026-03-18T12:12:12+00:00,Added 3D rocks to terrainNew and improved tutorial sequenceAdded ability to cycle through trunk's itemsAdded render scaling option to settings menuAdded icons for some of the keyboard keysAdded 3D field repair icon to track preview screenDraw water in track previewsAdded more ambience to auto parts ,outside_window,steam_news
3711050,beaterCore Demo - Version 0.0.20 is released!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1826362059917887,2026-03-04T11:29:08+00:00,New event selection UINicer stage displayUI Sliders now display their value,outside_window,steam_news
3711050,beaterCore Demo 0.0.19 is released!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1825727806708172,2026-02-26T16:27:39+00:00,"Input system: Add properties menu for analog actions(Throttle, brakes, etc) with dead zone and linearity settingsSettings config file has been transitioned from Ron file format to JSON5. Please report if your settings file got corrupted during the transitionFix a bug that made it difficult to rebind",outside_window,steam_news
3711050,beaterCore Demo 0.0.16 is released!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1825093633181878,2026-02-18T10:54:55+00:00,"Particle system has been significantly improved. Dust is significantly more thick and visible, tires kick off rocks into the air, and a lot of graphical glitches were fixed. This change might affect performance on low-end systemsTutorial sequence has been improved with button highlights",outside_window,steam_news
3711050,beaterCore Demo 0.0.15 is released!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1824644522844964,2026-02-16T10:01:53+00:00,"Resting mechanic. Allows to skip a day and restocks shops for a certain costHub better highlights buttons now, improving visual clarity when using a controllerCurrent day of the week is now displayed in the hub",outside_window,steam_news
3711050,beaterCore Demo 0.0.14 is released!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1824644522841688,2026-02-14T12:12:15+00:00,Split Contact Race: 1400 into 2 separate eventsAdd wooden floor footstep sounds in auto parts storeFix volume sliders not working on gamepadsFix dialog options not appearing on screen in certain cases,outside_window,steam_news
3711050,beaterCore Demo 0.0.12 is released!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1823825466504617,2026-02-09T06:51:45+00:00,Increase rewards for `Contact Race: 1400`Fix player being able to exit the car before the race startsPoint camera towards the car in the start of the tutorialFix cars not getting their changes applied after exiting car selection and entering it againReduce wear rate of the air filter,outside_window,steam_news
3711050,beaterCore Demo - Version 0.0.10,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1823825466501826,2026-02-07T15:27:57+00:00,This patch improves CPU opponents speed by up to 2x on some tracks.,outside_window,steam_news
