appid,title_new,rank_new,price_text_new,release_text_new
4739040,DISCIPLINE SIMULATOR,1133,Unpriced (Coming Soon),"Jul 30, 2026"
3122600,Glintseeker Island,1192,Free,2027
1143070,Dynasty of the Sands,1200,Unpriced (Coming Soon),To be announced
