appid,title,url,published_at,contents_preview,date_classification,evidence_type
3947460,🎇 Launch in 3 Days + Demo Closure Notice,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1843481262694168,2026-09-11T06:04:55+00:00,"— Only 3 Days Until Launch!Hello, Guild Masters!There are now only 3 days left until the official release of .The full version will feature a variety of new content, along with a more polished gameplay experience. And with the official launch just around the corner, support for the Demo version, whi",inside_extended_window,steam_news
3947460,7 Days Until Launch! + Demo V5 Update,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1842846814452998,2026-09-07T12:47:53+00:00,"Only 7 Days Until the Official Release! 🎉Hello, Guild Masters! The official release of 《Creator Chronicles》 has finally entered its final countdown! Ahead of the official release, we’ve also prepared a major content update for Demo V5.This update introduces new difficulty options and additional save",inside_extended_window,steam_news
3947460,📢 Officially Launches on September 14! New Content & Demo Update Revealed,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1840944183783531,2026-08-16T08:24:36+00:00,"Hello, Guild Masters! We’re finally ready to share the news you’ve been waiting for. Our game will officially launch on September 14, 2026 at 08:00 UTC 🎉🎉🎉Since releasing our first demo, followed by the CBT and subsequent demo updates, we’ve received an incredible amount of valuable feedback from pl",inside_extended_window,steam_news
3947460,Closed Beta Test2 Recruitment,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1840310314350277,2026-08-10T03:20:30+00:00,"Hello, Guild Masters!We are recruiting testers for the second closed beta test of where you will get early access to the latest private build of the game. This test will feature expanded content beyond the demo currently available on Steam, as well as newly added systems. Join us in improving the ga",inside_extended_window,steam_news
3947460,🎁 BIC 2026 Participation Celebration — Invitation Ticket Giveaway,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1837955055362723,2026-07-13T07:57:21+00:00,"Hello, Guild Masters!We’re excited to announce that will be participating in the Busan Indie Connect Festival (BIC 2026)! 👏👏👏 Before the festival officially begins, we’ve prepared a special invitation ticket giveaway to share this exciting moment with all of you!🌐 Exhibition ScheduleOnline Exhibitio",outside_window,steam_news
3947460,Development Progress and Demo Update #2,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1837955055360976,2026-07-12T11:34:24+00:00,"Hello, Guild Masters!Ahead of the Q3 launch, we’re here with an update.This is our second demo update, based on the feedback you have shared since the last demo release, as well as feedback from the CBT.This update includes not only new content, but also improvements aimed at reducing inconveniences",outside_window,steam_news
3947460,"🌟 Thank You for 30,000 Wishlists! + CBT Results Update",https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1836506165555884,2026-06-27T05:40:22+00:00,"Hello, Guild Masters. This is Origin Studio.Thanks to your interest and support, our game has reached 30,000 wishlists on Steam!Receiving so much anticipation for a game that has not yet been released has been a tremendous source of encouragement for our development team. We sincerely thank everyone",outside_window,steam_news
3947460,Closed Beta Test Recruitment,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1832700592800028,2026-05-19T04:01:58+00:00,"Hello, Guild Masters! We are looking for players who would like to experience the latest closed beta version of ahead of release. In this Closed Beta Test, you will be able to explore a much wider range of content compared to the previous demo version, including new systems and various guild managem",outside_window,steam_news
3947460,Patch Notes ver. 0.11,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1830163047268272,2026-04-21T11:38:20+00:00,"Hello, this is Origin Studio.We have identified an issue where gold increases abnormally in certain save data. This issue occurs with save files from older versions. If you start a new game in the current version (0.10), this issue will not occur. To ensure the intended progression balance and prese",outside_window,steam_news
3947460,Development Progress & Demo Update,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1830163047265238,2026-04-20T07:02:45+00:00,"Development Progress and Demo UpdateGreetings, Guild Masters! We are back with our fifth update news. In this update, we have developed the new 'Raid System' as promised in our previous roadmap, and we have improved combat convenience and the overall UI by reflecting the valuable feedback you've sha",outside_window,steam_news
