appid,title_old,rank_old
3924280,Pat the Cat,1817
3938440,Twinkle’s Galactic Tour,2148
4159720,Hack '95,2149
3597340,After Hell Freezes Over,2153
3838820,Mirage Miracle Quest,2154
3025300,TRUST,2155
3488690,Vision Quench,2156
2925520,AOKAKI,2157
2940460,Kitty Kart 64,2158
2763310,Untethered,2159
4363380,Wicked Delights,2160
1368160,Heart Of Muriet,2161
1415600,Frequency: Chernobyl,2162
3863810,NAMMO,2163
2979500,Serial World,2164
3990360,The Darkside Detective: Backside of the Moon,2165
1167110,Rubi: The Wayward Mira,2166
2876290,Sojourn Past,2167
3353800,Golden Swirl,2168
809550,Death from Unknown: Survival,2169
2229910,Demiurgos,2170
2825330,Dark Nest: Snake Contract,2171
1610360,UKIYO,2172
3783980,Above: Colonies of the Mist,2173
3743810,"Pact, Passion, Puchimon!",2174
2120350,WRONGED US,2175
3606780,Chunky JUMP!,2176
2015420,Portal Versus,2177
905540,FRIGID,2178
2403830,Brave New Wonders,2179
4240620,The Granny Detective Society,2180
4380740,Butcher Shop Simulator,2181
2941630,Dungeons and Dining Tables,2182
2299940,The Button Effect,2183
1973760,Shell Soldier,2184
3948470,RUNNING WITH RIFLES 2,2185
1333930,World's Worst Handyman,2186
1808960,Firearms Factory,2187
1858210,Kindred Fates,2188
1710110,Bad Boro,2189
3660360,Deadly Deals,2190
3258010,Tesera,2191
2184080,Echo Weaver,2192
3728900,Nobility Simulator,2193
3182050,Free as birds : UAZO,2194
1754250,We Took That Trip,2195
4287040,Vampy's Big Day,2196
2496590,Untraveled Lands: Chantico,2197
4208770,Launch Window,2198
2640150,Venus: The Last Ascent,2199
2636060,Dark Continent,2200
1425780,Fishkeeper,2201
1896310,Backrooms of Reality,2202
4540260,Project Ants,2203
1503490,FarmZone,2204
1700930,Furcifer's Fungeon,2205
3451970,BACKROOMS ANOMALY,2206
2845310,Hoodies Squad: Alcoholypse,2207
2766240,Portal: System Failure,2208
2913610,"What Awaits, Aleksey?",2209
3699990,SteelFront,2210
1899550,Knights of the Deep,2212
3859210,Rhythm Animal Café,2213
2778110,Project ZETA,2214
1497910,Eastern Tactics,2215
1695530,Seen 2,2216
1241390,HAUNTED SPACE,2217
3235140,GANGSTALK,2218
1821600,Glyde The Dragon™,2219
1033540,Arvita,2220
1979290,魔女旅店 Witches Tavern,2221
4001820,Armaphract,2222
3417530,Panzer Dragoon Zwei: Remake,2223
2431080,Blood Dungeon,2224
2585710,Curiosmos,2225
