appid,title,url,published_at,contents_preview,date_classification,evidence_type
4627110,Demo Update 2.0.1,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1841579228676458,2026-08-24T19:13:13+00:00,"Hello, Shopkeepers!With the full game's grand opening just two days away, we are still hard at work polishing the experience! We want to give a massive thank you to everyone playing Demo 2.0. We are constantly reading all your feedback, watching your gameplay, and taking notes from every single thre",inside_spike_window,steam_news
4627110,Developer Gameplay,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1841579228669889,2026-08-21T19:32:29+00:00,"Hello, Shopkeepers!Want to see how the creators fare in their own dungeons? Join us for a special Developer Gameplay Broadcast!We are going live to showcase the world of Fell & Sell Demo 2.0, dive deep into the treacherous dungeons, and try our best to run a profitable, booming shop without getting ",inside_extended_window,steam_news
4627110,Demo 2.0,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1841579228669089,2026-08-21T15:01:46+00:00,"Hello, Shopkeepers!We have a massive update for you today. We are incredibly excited to announce that the Fell & Sell Demo 2.0 is officially live!First and foremost, a huge THANK YOU to everyone who has played the demo so far. We have spent the last few weeks reading every single comment and piece o",inside_extended_window,steam_news
4627110,7 Days Left!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1841579228662765,2026-08-19T14:21:15+00:00,"Hello, Shopkeepers!The official countdown has started! We are exactly 7 days away from the full launch of Fell & Sell.Get your counters wiped down, your display racks built, and prepare to open the doors to your very own shop. Of course, you can't run a successful business with empty shelves, so you",inside_extended_window,steam_news
4627110,Content Creators Explore the World of Fell & Sell,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1840944183786726,2026-08-17T17:05:18+00:00,"Hello, Shopkeepers!As we mentioned in our last update, we recently sent out early access keys to a fantastic group of content creators. We are thrilled to announce that the first videos and streams are now officially live across YouTube and Twitch!If you have been eagerly waiting to see what the ful",inside_extended_window,steam_news
4627110,Before the release - 26 August,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1840310314344447,2026-08-07T09:48:16+00:00,"Hello, Shopkeepers!We are officially in the home stretch! Before we open the doors for the grand launch of Fell & Sell, we want to take a moment to look back and say a massive THANK YOU.The response to our demo has been absolutely incredible. Seeing so many of you jump into the dungeons, set up your",inside_extended_window,steam_news
4627110,Descend into the Depths,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1839676055882840,2026-07-29T15:19:42+00:00,"Hello, Shopkeepers!Running a successful shop requires a steady supply of top-tier goods, and the best loot isn't found sitting safely behind the counter. Today, we are taking a closer look at the Dungeon Biomes you will be exploring in the full release of Fell & Sell.Your descent into the undergroun",inside_extended_window,steam_news
4627110,Release Date Reveal,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1839041357029709,2026-07-24T14:13:01+00:00,"Hello, Shopkeepers!The moment we have all been waiting for is finally here. We are beyond incredibly excited to announce that Fell & Sell will officially launch in its full version on August 26th! Mark your calendars, sharpen your blades, and get your storefronts ready because the real adventure is ",inside_extended_window,steam_news
4627110,Demo Update #4,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1838407329256381,2026-07-16T11:25:49+00:00,"Hello, Shopkeepers!First, we want to start with a sincere apology. We know that our previous update, unfortunately, broke save files for a portion of our players. We are truly sorry for the loss of your progress and for any frustration this caused. We are constantly working and iterating to make thi",inside_extended_window,steam_news
4627110,Demo Update #3,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1838407329254067,2026-07-15T11:58:13+00:00,"Hello again, Shopkeepers!For this update, we focused on your most frequent requests and squashed some pesky bugs that were interrupting your shopkeeping and adventuring.The dungeon is now yours to conquer endlessly! Many of you wanted to keep playing and grinding after finishing the main demo conten",inside_extended_window,steam_news
4627110,Demo Update #2,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1837955055363785,2026-07-13T15:42:51+00:00,"Hello, Shopkeepers!We are back with the Demo Update #2! It brings one of the most requested demo features - Keybindings!We are still carefully reading your feedback on Steam Discussions and enjoying hanging out with you on Discord.Here is what is changing in today's update:Added keybinding options; ",inside_extended_window,steam_news
4627110,Demo Update #1,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1837955055360762,2026-07-12T09:07:40+00:00,"Hello, Shopkeepers! First and foremost: THANK YOU! Since we launched the demo, it has been absolutely incredible to see so many of you opening your shops, crafting your first items, and diving headfirst into the dungeons. We have been closely studying your feedback and hanging out with you in the St",inside_extended_window,steam_news
4627110,Demo Out NOW!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1837955055356538,2026-07-10T11:18:32+00:00,"Welcome, aspiring shopkeepers!The day has finally arrived. We are thrilled to announce that the official demo for Fell & Sell is now available to play! It’s time to dust off those shelves, grab your gear, and see if you have what it takes to run a booming business while surviving deadly dungeons.Her",inside_extended_window,steam_news
4627110,Demo coming soon! - 10th of July,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1836506165570682,2026-07-03T14:33:06+00:00,"Welcome, aspiring shopkeepers!Soon you'll be able to play the Fell & Sell demo and test yourselves in the dungeons and at the counter. 10th of July - Save the date! Some of you may have already seen gameplay from content creators during the demo's early access. Now, you'll be able to test it yoursel",outside_window,steam_news
