snapshot_id,captured_at_utc,rank,appid,title,release_text,price_text,game_url,page_number,position_on_page,source_url,discount_text,review_summary,image_url,platforms,tags_raw
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,1251,3544130,Soul Chained,2026,Unpriced (Coming Soon),https://store.steampowered.com/app/3544130/Soul_Chained/,51,1,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=51,,,,win,
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,1252,2981400,Middle Ages: Peasants & Knights,2027,Free,https://store.steampowered.com/app/2981400/Middle_Ages_Peasants__Knights/,51,2,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=51,,,,win,
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,1253,3399900,HellSlave II: Judgment of the Archon,2026,Unpriced (Coming Soon),https://store.steampowered.com/app/3399900/HellSlave_II_Judgment_of_the_Archon/,51,3,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=51,,,,win,
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,1254,3126990,Sealubbers,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/3126990/Sealubbers/,51,4,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=51,,,,win,
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,1255,3727090,Horses of Hoofprint Bay,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/3727090/Horses_of_Hoofprint_Bay/,51,5,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=51,,,,win,
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,1256,3328490,Airport Control 27,Q3 2026,Unpriced (Coming Soon),https://store.steampowered.com/app/3328490/Airport_Control_27/,51,6,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=51,,,,"win,mac,linux",
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,1257,3445610,BOMBSHELL BLITZ,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/3445610/BOMBSHELL_BLITZ/,51,7,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=51,,,,win,
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,1258,4241920,BRAZILIAN DRUG DEALER BEFORE 4: DEMONS FROM THE PORTAL TO HELL I OPENED ARE STILL IN THE FAVELA AND NOW I HAVE TO SAVE MAMADAS FROM RONALDO,"Sep 16, 2026",Unpriced (Coming Soon),https://store.steampowered.com/app/4241920/BRAZILIAN_DRUG_DEALER_BEFORE_4_DEMONS_FROM_THE_PORTAL_TO_HELL_I_OPENED_ARE_STILL_IN_THE_FAVELA_AND_NOW_I_HAVE_TO_SAVE_MAMADAS_FROM_RONALDO/,51,8,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=51,,,,win,
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,1259,2242340,Car Rental Simulator,Q3 2026,Unpriced (Coming Soon),https://store.steampowered.com/app/2242340/Car_Rental_Simulator/,51,9,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=51,,,,win,
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,1260,4414560,CORDURA,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/4414560/CORDURA/,51,10,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=51,,,,win,
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,1261,3275050,Ex Sanguis,Q3 2026,Unpriced (Coming Soon),https://store.steampowered.com/app/3275050/Ex_Sanguis/,51,11,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=51,,,,win,
