snapshot_id,captured_at_utc,rank,appid,title,release_text,price_text,game_url,page_number,position_on_page,source_url,discount_text,review_summary,image_url,platforms,tags_raw
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,2001,2763310,Untethered,2027,Free,https://store.steampowered.com/app/2763310/Untethered/,81,1,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,"win,mac,linux",
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,2002,1241390,HAUNTED SPACE,Coming soon,Free,https://store.steampowered.com/app/1241390/HAUNTED_SPACE/,81,2,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,win,
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,2003,1497910,Eastern Tactics,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/1497910/Eastern_Tactics/,81,3,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,win,
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,2004,3693970,Plant Tales,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/3693970/Plant_Tales/,81,4,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,"win,mac,linux",
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,2005,3335310,Remothered: Red Nun's Legacy,2026,Unpriced (Coming Soon),https://store.steampowered.com/app/3335310/Remothered_Red_Nuns_Legacy/,81,5,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,win,
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,2006,3159750,Grindset T.V.,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/3159750/Grindset_TV/,81,6,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,win,
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,2007,1033540,Arvita,Coming soon,Free,https://store.steampowered.com/app/1033540/Arvita/,81,7,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,win,
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,2008,1695530,Seen 2,Coming soon,Free,https://store.steampowered.com/app/1695530/Seen_2/,81,8,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,win,
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,2009,3859210,Rhythm Animal Café,Q2 2026,Unpriced (Coming Soon),https://store.steampowered.com/app/3859210/Rhythm_Animal_Caf/,81,9,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,win,
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,2010,3447070,Emergency Call - The Firefighting Simulation 3,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/3447070/Emergency_Call__The_Firefighting_Simulation_3/,81,10,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=81,,,,win,
