appid,title_new,rank_new,price_text_new,release_text_new
4778540,Lucid Cats,1142,Unpriced (Coming Soon),"Sep 25, 2026"
3975260,METAL SLUG ULTIMATE COLLECTION,1173,Unpriced (Coming Soon),To be announced
