appid,title,url,published_at,contents_preview,date_classification,evidence_type
3180340,New Devlog | Making RIG Riot,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1842846814438950,2026-09-02T01:07:00+00:00,New devlog talking about the creation of RIG Riot and some of the decisions I made along the way. Check it out! I can't wait for you all to have the game in your hands on September 14th! -Sage,inside_spike_window,steam_news
3180340,"Bipeds, Arena, and Launch Date",https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1837955055366958,2026-07-14T19:27:20+00:00,"Hey all, big demo update and launch date confirmation. Excited for you all to get the full game into your hands in September, and I hope you enjoy the demo update in the meantime.If you're interested in joining the upcoming closed beta and helping out with testing the full game I recommend joining t",outside_window,steam_news
3180340,RIG Riot Launch Timing,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1833968530888438,2026-05-28T15:02:47+00:00,"Hey all, hope you're well. I just wanted to provide a little update on what to expect in terms of timing for the launch of RIG Riot.If you've been keeping an eye on the game's Steam page you will have seen that the launch month has slowly crept back. As of typing I just set it to August, but I wante",outside_window,steam_news
3180340,New Devlog | Demo and Progress Update,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1832700592802003,2026-05-19T21:45:31+00:00,New devlog talking about the demo and the state of development- check it out! -Sage,outside_window,steam_news
3180340,"Bug Fixes - Demo Patch - March 26th, 2026",https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1827626365770939,2026-03-26T15:58:30+00:00,"Hey folks, a pretty notable bug was found related to updating friction values for different movement modes. This patch fixes that but it might make some things feel different, let me know if you like it or hate it. I did test it out in the playtest beforehand and feedback was good so I felt it was w",outside_window,steam_news
3180340,"Bug Fixes - Demo Patch - March 22nd, 2026",https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1827626365762293,2026-03-22T20:40:40+00:00,Changes- Added support for chain procs to projectiles spawned by augments or volatile mods- Stat tooltips can now be viewed at any time when hovering with the mouse instead of only when stat explanations are enabledBug Fixes- Removed achievement reward descriptions for certain achievements that have,outside_window,steam_news
3180340,"Clarity Tweaks and Bug Fixes - Demo Hotfix - March 19th, 2026",https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1827626365755479,2026-03-19T19:21:34+00:00,Changes- Outer part drops from the introductory raid are now all based on the starter sets and are no longer guaranteed to include an 'Expendable' shell- Red objective location indicator is now moved upon picking up package delivery packages- Objective compass icon indicating package location is now,outside_window,steam_news
3180340,"Onboarding Improvements - Demo Update - March 19th, 2026",https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1827626365753508,2026-03-19T13:58:00+00:00,"Hey Folks,Thanks for being patient while I worked on this patch. The main focus here is onboarding, which required a lot of things to be adjusted & reworked under the hood. That stuff being in-progress also meant that I couldn't really push bug fixes out as quickly as usual, which is not my favorite",outside_window,steam_news
3180340,"Quad Leg Buffs and Bug Fixes - Demo Patch - February 23rd, 2026",https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1825093633195413,2026-02-23T19:03:40+00:00,"Hey folks, got some buffs for quad legs and some bug fixes. Also, Next Fest has started so if you're willing I'd love some help spreading the word about RIG Riot. Hope you're having fun with the update!Changes- Innate Dash Boost Duration multipliers from leg parts now also apply to Dash Boost Cooldo",outside_window,steam_news
3180340,"Quad Leg Bug Fixes - Demo Patch - February 21st, 2026",https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1825093633190939,2026-02-21T22:24:09+00:00,"Hey folks, this is the first set of bug fixes for the recent Quad Leg update. More fixes are in the works but I wanted to get some of the major issues addressed quickly. Let me know if you run into any issues or if you're having a good time with the update :DChanges- Switched name of Void Slot to Bl",outside_window,steam_news
