appid,title_new,rank_new,price_text_new,release_text_new
2825330,Dark Nest: Snake Contract,1951,Unpriced (Coming Soon),To be announced
3722130,Indigo Park: Chapter 2,2695,Unpriced (Coming Soon),To be announced
3866890,Mona: The Endless Journey,2954,Free,Coming soon
