appid,title_old,title_new,rank_old,rank_new,rank_delta,abs_rank_delta,movement_type,spike_type,price_text_old,price_text_new,price_changed,release_text_old,release_text_new,release_changed
2584400,Beaten Path,Beaten Path,2471,2482,-11,11,down,none,Unpriced (Coming Soon),Free,True,2026,Coming soon,True
4465980,The Declutterers : No Dumpster Left Empty,The Declutterers : No Dumpster Left Empty,2405,2413,-8,8,down,none,Free,Free,False,Q2 2026,Coming soon,True
2776270,Beetleball,Beetleball,1130,1135,-5,5,down,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,July 2026,"Jul 30, 2026",True
3694190,Deep Pixel Melancholy,Deep Pixel Melancholy,1738,1742,-4,4,down,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q3 2026,2026,True
2387670,As One We Survive,As One We Survive,341,344,-3,3,down,none,Unpriced (Coming Soon),Free,True,Q2 2026,Q1 2027,True
4324480,Dirty Business,Dirty Business,702,705,-3,3,down,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,"Jul 16, 2026",True
4085430,Cozy Campfire Club,Cozy Campfire Club,1384,1386,-2,2,down,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,Q3 2026,True
2963950,Persona 4 Revival,Persona 4 Revival,25,24,1,1,up,none,Unpriced (Coming Soon),$69.99,True,To be announced,"Feb 18, 2027",True
3722330,Shift At Midnight,Shift At Midnight,63,62,1,1,up,none,Unpriced (Coming Soon),Free,True,"Jun 17, 2026",Coming soon,True
2412960,Breathedge 2,Breathedge 2,153,152,1,1,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,August 2026,True
1067360,Pax Autocratica,Pax Autocratica,217,218,-1,1,down,none,Free,Unpriced (Coming Soon),True,Coming soon,Q3 2026,True
2805070,Screenbound,Screenbound,360,359,1,1,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,"Sep 10, 2026",True
3470850,Void Martyrs,Void Martyrs,737,736,1,1,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,"Jul 28, 2026",True
