appid,title_new,rank_new,price_text_new,release_text_new
4775410,Jeffrey Eggstein,1209,Unpriced (Coming Soon),"Jul 17, 2026"
3082730,HYPERyuki: Snowboard Syndicate,1246,Free,Coming soon
2593340,Wonderia,1247,Unpriced (Coming Soon),"Jul 22, 2026"
