appid,title_old,rank_old
2572040,Woodo,348
3636930,Professional Ship Simulator,476
4163960,Another Eden Begins,665
4241920,BRAZILIAN DRUG DEALER BEFORE 4: DEMONS FROM THE PORTAL TO HELL I OPENED ARE STILL IN THE FAVELA AND NOW I HAVE TO SAVE MAMADAS FROM RONALDO,789
