files_compared_count,comparison_window_start_utc,comparison_window_end_utc,comparison_window_hours,old_unique_appids,new_unique_appids,common_app_count,new_entry_count,dropped_entry_count,moved_up_count,moved_down_count,stable_count,upward_spike_count,downward_spike_count,price_changes_count,release_changes_count,biggest_upward_spike_appid,biggest_upward_spike_title,biggest_upward_spike_delta,biggest_downward_spike_appid,biggest_downward_spike_title,biggest_downward_spike_delta
2,2026-06-06T03:59:40.932246+00:00,2026-06-06T13:55:50.991146+00:00,9.94,2999,2998,2984,14,15,322,2514,148,120,0,3,8,2916700,Attack on Titan 3 - A.O.T.3,947,,,0
