appid,title_old,rank_old
4324480,Dirty Business,399
2819470,Aquapark Tycoon,755
2184020,LIFTED,1027
3804370,The Piper of Dawn,1034
4836540,Company of Heroes 3: Final Stand,1095
3075410,Hand of Fate: Hordes,1189
971700,ALARA Prime,1206
1428600,Stormrite,1207
2468250,silkbulb test,1208
2661310,Shovel Knight: Shovel of Hope DX,1209
4020810,NTL: No Time Left,1210
2958550,Deeper,1211
3510740,Normal Golf Game,1212
1575790,Flawless Abbey,1213
3082730,HYPERyuki: Snowboard Syndicate,1214
1931040,Dreamsettler,1215
3284200,Muri: Wildwoods,1216
3745920,Safeguard Saga,1217
1482470,Pirates Republic,1218
1387640,Where Birds Sleep,1219
2281620,Mars Horizon 2: The Search for Life,1220
2282790,RIFTSTORM,1221
3504490,Legacy of Valor,1222
3938640,Ugoku Sushi Bar,1223
2236190,Vigilancer 2099,1224
3649680,Tiny Shop: make it cozy,1225
