appid,title_new,rank_new,price_text_new,release_text_new
2377930,Destiny of Immortal,976,Unpriced (Coming Soon),To be announced
4435490,Call of Duty®: Modern Warfare® 4,1304,$69.99,"Oct 22, 2026"
2699230,Grim Dawn - Fangs of Asterkarn,1935,Unpriced (Coming Soon),"Jul 23, 2026"
3847920,Wild n Chill,2038,Unpriced (Coming Soon),To be announced
3922560,Rural Cat Trails,2361,Unpriced (Coming Soon),To be announced
2418490,Trakonius,2854,Unpriced (Coming Soon),"May 29, 2026"
4428600,Pikku Adventure,2907,Unpriced (Coming Soon),Q4 2026
