appid,title_old,title_new,rank_old,rank_new,rank_delta,abs_rank_delta,movement_type,spike_type,price_text_old,price_text_new,price_changed,release_text_old,release_text_new,release_changed
2716830,Don't Fret,Don't Fret,2713,2180,533,533,up,upward_spike,Free,Unpriced (Coming Soon),True,Coming soon,"Oct 1, 2026",True
3861710,Otterly Lost,Otterly Lost,1539,1341,198,198,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,September 2026,True
2021960,Cozy Grove: Camp Spirit,Cozy Grove: Camp Spirit,1943,1746,197,197,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,"Jul 15, 2026",True
4208140,Defender of the Crown: The Legend Returns,Defender of the Crown: The Legend Returns,1635,1451,184,184,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,"Aug 13, 2026",True
4073860,Sludgineers,Sludgineers,2396,2252,144,144,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,"Aug 25, 2026",True
3439410,HellHeart Breaker,HellHeart Breaker,1588,1519,69,69,up,upward_spike,Free,Free,False,Q1 2027,Q2 2027,True
2528170,The Hearth and Harbour,The Hearth and Harbour,1343,1284,59,59,up,upward_spike,Free,Unpriced (Coming Soon),True,Coming soon,2026,True
3141630,Montabi,Montabi,2224,2173,51,51,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q3 2026,"Aug 6, 2026",True
4487450,Cairn - On the Trail: Deep Water,Cairn - On the Trail: Deep Water,1995,1946,49,49,up,upward_spike,Free,Unpriced (Coming Soon),True,Coming soon,"Aug 13, 2026",True
3144010,Usagi Shima: Bunny Island,Usagi Shima: Bunny Island,800,754,46,46,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,October 2026,True
3107530,Danchi Days,Danchi Days,1237,1198,39,39,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,October 2026,True
4029090,Rizz Dungeon: Skeleton Key to My Heart,Rizz Dungeon: Skeleton Key to My Heart,828,799,29,29,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,"Sep 17, 2026",True
2322260,Don't Kill Them All,Don't Kill Them All,985,957,28,28,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,Q4 2026,True
2261380,Croakwood,Croakwood,498,473,25,25,up,upward_spike,Unpriced (Coming Soon),Free,True,To be announced,Coming soon,True
2467880,Fading Echo,Fading Echo,1289,1264,25,25,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q3 2026,"Jul 21, 2026",True
3282420,Zoominoes,Zoominoes,2948,2973,-25,25,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,"Jul 30, 2026",True
2783370,Teeto,Teeto,1681,1657,24,24,up,upward_spike,Free,Unpriced (Coming Soon),True,Coming soon,"Jul 15, 2026",True
2825860,The Sinking City 2,The Sinking City 2,309,288,21,21,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,"Aug 18, 2026",True
2542020,Duskfade,Duskfade,459,439,20,20,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,"Aug 13, 2026",True
3491690,lovebyte.exe,lovebyte.exe,2518,2538,-20,20,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q3 2026,September 2026,True
1803140,Deer & Boy,Deer & Boy,561,543,18,18,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,June 2026,"Jun 23, 2026",True
1648360,Luminary,Luminary,1224,1241,-17,17,down,none,Free,Unpriced (Coming Soon),True,Coming soon,"Jul 30, 2026",True
4229450,PowerWash Simulator 2 - STAR WARS Pack,PowerWash Simulator 2 - STAR WARS Pack,1365,1348,17,17,up,none,Free,Unpriced (Coming Soon),True,Coming soon,"Jul 16, 2026",True
3564990,Vale's Echo,Vale's Echo,2748,2731,17,17,up,none,Unpriced (Coming Soon),Free,True,To be announced,2027,True
2100020,Lou's Lagoon,Lou's Lagoon,500,485,15,15,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,"Aug 27, 2026",True
2712590,Dragon Shelter,Dragon Shelter,523,508,15,15,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,"Sep 24, 2026",True
4134650,Bones and Coins,Bones and Coins,1997,2012,-15,15,down,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q3 2026,"Jul 30, 2026",True
1696770,The Mermaid Mask,The Mermaid Mask,635,621,14,14,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,"Jul 16, 2026",True
3285880,MONOMOON,MONOMOON,1377,1391,-14,14,down,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,Q3 2026,True
3894850,Nothing To Declare,Nothing To Declare,1485,1498,-13,13,down,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 1, 2026","Jul 28, 2026",True
3224600,Am I Nima,Am I Nima,432,420,12,12,up,none,Free,Unpriced (Coming Soon),True,Coming soon,"Oct 8, 2026",True
3938640,Ugoku Sushi Bar,Ugoku Sushi Bar,1744,1756,-12,12,down,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 1, 2026","Jul 29, 2026",True
2458980,Dimhaven - The Lost Source,Dimhaven - The Lost Source,760,752,8,8,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q2 2026,"Jun 23, 2026",True
3330210,Kinny and the Cosmic Cauldron,Kinny and the Cosmic Cauldron,2332,2340,-8,8,down,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 1, 2026","Jul 27, 2026",True
4421010,Bills Must Be Paid,Bills Must Be Paid,2791,2797,-6,6,down,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,July 2026,"Jul 29, 2026",True
3219630,Halloween: The Game,Halloween: The Game,207,203,4,4,up,none,Unpriced (Coming Soon),$39.99,True,"Sep 8, 2026","Sep 8, 2026",False
3905450,WheelMates,WheelMates,260,256,4,4,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,"Sep 7, 2026",True
3296060,Escape Academy 2: Back 2 School,Escape Academy 2: Back 2 School,1116,1119,-3,3,down,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,September 2026,True
2254990,Permafrost,Permafrost,109,110,-1,1,down,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,"Aug 21, 2026",True
3636770,Servant of the Lake,Servant of the Lake,330,331,-1,1,down,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,August 2026,"Aug 13, 2026",True
