appid,title_old,rank_old
3892370,Distant Shore: BRETAGNE,1749
1890780,Szrot,1750
1689130,MaguSphere - Magical Cannon Girls,1752
2185250,Iron Corbo: Kung Fu Janitor,1753
2985880,Farming Camp,1754
3695630,Project Landsword,1755
4207990,GemCraft - Legacy Collection,1756
3459050,Acrolyte,1757
2635440,Team Fortress 2 Legacy,1758
3170130,Red Recon: 1944,1759
1725980,Godshard Chronicles,1760
2499780,Garten of Banban 5,1761
2937690,Memora Wanderer,1762
3154550,Aegis Force: The Scorian War,1763
1652580,Imperial Grace,1764
3366370,UnderMire,1765
2939790,Lunarium,1766
2549040,Night of the Slayers,1767
1043850,Project Warlock: Lost Chapters,1768
4414860,Direland,1769
3188510,Project SEVER,1770
1103820,Siege of Irdor,1771
2642390,The Whims of the Gods,1772
3694190,Deep Pixel Melancholy,1773
2075460,They Speak From The Abyss,1774
2895680,"Below, Rusted Gods",1775
3097730,Re:VER PROJECT -TOKYO-,1776
3500460,Above Land: Rhapsody,1777
3502970,DO NOT PLAY,1778
2824880,SHRIMP GAME: OVERKRILL,1779
1801140,Guns Undarkness,1780
2860490,Warota: I Live Next to The Demon King's Castle LOL,1781
3150620,SOVIET SPOOKY TALES: Green Eyes,1782
2780040,Kimekyawa♥GenkaiBeat-chan!!,1783
3333190,Road Truckers: New Beginning,1784
4346690,Genigods: Nezha,1785
3411900,Kero Quest 64,1786
1091870,Theropods,1787
1725710,Demi and the Fractured Dream,1788
4310610,The Skin Stapler,1789
4167640,Horde of Distraction,1790
2731290,Kanjozoku - Wangan Runners,1791
2290870,Clown Meat,1792
1635640,Rhythm Quest,1793
2611600,Bumpkin and Sprout,1794
4468030,OFFBEAT,1795
2231460,Roman Sands RE:Build,1796
1776200,The Inn Between,1797
3736800,Dungeon Picnic,1798
3850980,687 Days on Mars,1799
