appid,title_old,rank_old
3107870,Highland Keep,549
2945040,Shot One Fighters,1150
2620450,Highreach,1151
3743260,Virtue and a Sledgehammer,1152
1999930,Never's End,1153
2697620,Combo Devils,1154
2340460,ONE WAY HOME,1155
3328490,Airport Control 27,1156
1868210,Bunker Builder Simulator,1157
1286190,Art of the Rail,1158
1752530,B-17 Flying Fortress The Bloody 100th,1159
2415500,Black Finger JET,1160
3000510,Noblemen: 1941,1161
3908940,Inferno Protocol,1162
4099630,Tiling Town,1163
1093810,Savior,1164
3361480,Bagdex,1165
3135380,Verse Project,1166
2991310,Eternal Palace Sakura,1167
4239080,Veil of the Soulstones,1168
3412600,Supermarket,1169
4703930,Grilluminati,1171
2459030,Locator: The Search for Abigail Lidari,1172
2202650,Crescent County,1173
1531180,Lost Isle,1174
1148130,Divinum,1175
