appid,title_old,title_new,rank_old,rank_new,rank_delta,abs_rank_delta,movement_type,spike_type,price_text_old,price_text_new,price_changed,release_text_old,release_text_new,release_changed
4687860,Guns and Dragons,Guns and Dragons,1145,1050,95,95,up,upward_spike,Free,Free,False,Coming soon,Coming soon,False
3749720,The Division Resurgence,The Division Resurgence,793,722,71,71,up,upward_spike,Free,Free,False,"Aug 5, 2026","Aug 5, 2026",False
4928450,Grand Theft Timeline,Grand Theft Timeline,837,792,45,45,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q4 2026,Q4 2026,False
4876650,Never Sort By Color,Never Sort By Color,1061,1025,36,36,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Nov 10, 2026","Nov 10, 2026",False
2957360,NIGHTMARE OPERATOR,NIGHTMARE OPERATOR,487,453,34,34,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
4067370,Prospice: Anomalous Logistics,Prospice: Anomalous Logistics,1005,972,33,33,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
4017880,ANOMALITH,ANOMALITH,908,879,29,29,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Oct 28, 2026","Oct 28, 2026",False
4164790,Survival Log,Survival Log,1170,1146,24,24,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 12, 2026","Aug 12, 2026",False
3423990,Frozen Ship,Frozen Ship,789,767,22,22,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 7, 2026","Aug 7, 2026",False
4574370,Sword & Banner,Sword & Banner,1113,1091,22,22,up,upward_spike,Free,Free,False,Q1 2027,Q1 2027,False
4074010,"Dig, Dig, Die","Dig, Dig, Die",646,626,20,20,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 6, 2026","Aug 6, 2026",False
782260,Rogue Eclipse,Rogue Eclipse,1068,1048,20,20,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 7, 2026","Aug 7, 2026",False
4096830,S.O.N.A.R. - Submarine Operators Not Actually Ready,S.O.N.A.R. - Submarine Operators Not Actually Ready,1101,1081,20,20,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
