appid,title_old,rank_old
3993370,Grand Pro Circuit,1474
1941640,4D Miner,1476
1621910,Radio Commander: Pacific '41,1477
3156020,Gloomveil,1478
983680,SILENT DOOM,1479
4113160,Begraved,1480
1797850,Goodlands,1481
3818090,Haunted Room! Urami-chan,1482
2605900,DIGESTED,1483
2301240,Mutter,1484
3947460,Creator Chronicles,1485
4244460,Sealbreakers,1486
1837730,Loot List: Thief Sim,1487
1416360,Dissident: Frostland Escape,1488
1120790,We are Legion: Rome,1489
1662050,Noble's Life: Kingdom Reborn,1490
1851420,INITIAL D,1491
3380100,Estella,1492
2752020,Lair of the Leviathan,1493
3557360,Second Stone: The Legend of the Hidden World,1494
2976030,Spell Fragments,1495
1686230,Mayday: The Survival Island,1496
3441990,Withering Realms,1497
3012400,Morriton Manor Stories: Nordic Whispers,1498
2396760,ShellShot Arena,1499
