appid,title_old,title_new,rank_old,rank_new,rank_delta,abs_rank_delta,movement_type,spike_type,price_text_old,price_text_new,price_changed,release_text_old,release_text_new,release_changed
4775410,Jeffrey Eggstein,Jeffrey Eggstein,2182,1992,190,190,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jun 26, 2026","Jun 26, 2026",False
3749720,The Division Resurgence,The Division Resurgence,2238,2055,183,183,up,upward_spike,Free,Free,False,Coming soon,Coming soon,False
4119710,Give Us A Sign,Give Us A Sign,1912,1787,125,125,up,upward_spike,Free,Free,False,Coming soon,Coming soon,False
3924280,Pat the Cat,Pat the Cat,1937,1817,120,120,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jun 25, 2026","Jun 25, 2026",False
4521680,Painting PC,Painting PC,1697,1590,107,107,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jun 26, 2026","Jun 26, 2026",False
2743290,Lazy River,Lazy River,1773,1673,100,100,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
4315550,The Carcass,The Carcass,2116,2024,92,92,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jul 3, 2026","Jul 3, 2026",False
4123070,MonCraft 199X,MonCraft 199X,1698,1612,86,86,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
4290390,CARTAGRA,CARTAGRA,2295,2211,84,84,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jun 25, 2026","Jun 25, 2026",False
4834070,Don't Sleep With The Fishes,Don't Sleep With The Fishes,1412,1330,82,82,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jun 26, 2026","Jun 26, 2026",False
4252830,Type or Die,Type or Die,1422,1342,80,80,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jun 25, 2026","Jun 25, 2026",False
4800590,Supermarket Chaos,Supermarket Chaos,1420,1347,73,73,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jun 29, 2026","Jun 29, 2026",False
