appid,title_old,title_new,rank_old,rank_new,rank_delta,abs_rank_delta,movement_type,spike_type,price_text_old,price_text_new,price_changed,release_text_old,release_text_new,release_changed
3328490,Airport Control 27,Airport Control 27,1143,1128,15,15,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,September 2026,"Sep 21, 2026",True
4348910,Probably Stolen - Cyberpunk Shopkeeper Sim,Probably Stolen - Cyberpunk Shopkeeper Sim,362,351,11,11,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,"Oct 28, 2026",True
2402680,Dimraeth,Dimraeth,112,103,9,9,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 14, 2026","Sep 15, 2026",True
4890760,THE DEAD WE KNEW: Open World Survival,THE DEAD WE KNEW: Open World Survival,273,265,8,8,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 17, 2026","Oct 22, 2026",True
4096830,S.O.N.A.R. - Submarine Operators Not Actually Ready,S.O.N.A.R. - Submarine Operators Not Actually Ready,802,798,4,4,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,"Oct 29, 2026",True
4358660,Hull Rupture,Hull Rupture,618,615,3,3,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,"Nov 4, 2026",True
4267860,Ascenders: Beyond the Peak,Ascenders: Beyond the Peak,592,591,1,1,up,none,Unpriced (Coming Soon),Free,True,Q3 2026,2027,True
4165890,Steam Frame,Steam Frame,14,14,0,0,stable,none,Free,"$1,059.00",True,Coming soon,Coming soon,False
4084710,Rayman Legends Retold,Rayman Legends Retold,274,274,0,0,stable,none,$39.99,$39.99,False,"Oct 1, 2026","Dec 3, 2026",True
4739040,DISCIPLINE SIMULATOR,DISCIPLINE SIMULATOR,466,466,0,0,stable,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q3 2026,"Sep 20, 2026",True
