appid,title_old,title_new,rank_old,rank_new,rank_delta,abs_rank_delta,movement_type,spike_type,price_text_old,price_text_new,price_changed,release_text_old,release_text_new,release_changed
2706400,A Silent Desolation,A Silent Desolation,1113,1150,-37,37,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
2852140,Dumb Ways to Party,Dumb Ways to Party,1115,1152,-37,37,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,2026,False
3355070,Ambroise Niflette & the Gleaned Bell,Ambroise Niflette & the Gleaned Bell,1116,1153,-37,37,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
3275120,Wasteland Travelers,Wasteland Travelers,1117,1154,-37,37,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
1918830,The Time I Have Left,The Time I Have Left,1119,1156,-37,37,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
3600170,Escape the Scam Compound,Escape the Scam Compound,1125,1161,-36,36,down,downward_spike,Free,Free,False,2027,2027,False
2790850,Wing Haven,Wing Haven,1124,1160,-36,36,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
2334930,DEEPEST FEAR™,DEEPEST FEAR™,1123,1159,-36,36,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
575020,Outerra World Sandbox,Outerra World Sandbox,1122,1158,-36,36,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
2620450,Highreach,Highreach,1121,1157,-36,36,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q4 2026,Q4 2026,False
1287610,Nirvana Noir,Nirvana Noir,1112,1148,-36,36,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
1116390,Negative Atmosphere,Negative Atmosphere,1109,1145,-36,36,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
3500810,DreadOut 3,DreadOut 3,1108,1144,-36,36,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
4633090,Misa Online,Misa Online,1107,1143,-36,36,down,downward_spike,Free,Free,False,To be announced,To be announced,False
2526200,Eyes Never Wake,Eyes Never Wake,1101,1137,-36,36,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
2744430,Nightmare House,Nightmare House,1098,1134,-36,36,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
2271050,RESISTOR,RESISTOR,1111,1147,-36,36,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
3130220,Sagas of Lumin,Sagas of Lumin,1086,1121,-35,35,down,downward_spike,Free,Free,False,"Feb 4, 2027","Feb 4, 2027",False
4417410,Rush B: Esports Manager,Rush B: Esports Manager,1114,1149,-35,35,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,2026,False
3545200,Space Dingus,Space Dingus,1085,1120,-35,35,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
