snapshot_id,captured_at_utc,rank,appid,title,release_text,price_text,game_url,page_number,position_on_page,source_url,discount_text,review_summary,image_url,platforms,tags_raw
0781cda0-66d3-4311-9f88-aee60478b403,2026-05-26T17:04:15.728299+00:00,1001,3620610,Primal Survival,2026,Unpriced (Coming Soon),https://store.steampowered.com/app/3620610/Primal_Survival/,41,1,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=41,,,,"win,linux",
0781cda0-66d3-4311-9f88-aee60478b403,2026-05-26T17:04:15.728299+00:00,1002,3688110,Kaiju Cleaner Simulator,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/3688110/Kaiju_Cleaner_Simulator/,41,2,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=41,,,,win,
0781cda0-66d3-4311-9f88-aee60478b403,2026-05-26T17:04:15.728299+00:00,1003,2565010,Tenet of the Spark,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2565010/Tenet_of_the_Spark/,41,3,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=41,,,,win,
0781cda0-66d3-4311-9f88-aee60478b403,2026-05-26T17:04:15.728299+00:00,1004,2322260,Don't Kill Them All,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2322260/Dont_Kill_Them_All/,41,4,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=41,,,,win,
0781cda0-66d3-4311-9f88-aee60478b403,2026-05-26T17:04:15.728299+00:00,1005,4374950,KAREN,Coming soon,Free,https://store.steampowered.com/app/4374950/KAREN/,41,5,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=41,,,,win,
0781cda0-66d3-4311-9f88-aee60478b403,2026-05-26T17:04:15.728299+00:00,1006,2175180,Primitive,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2175180/Primitive/,41,6,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=41,,,,win,
0781cda0-66d3-4311-9f88-aee60478b403,2026-05-26T17:04:15.728299+00:00,1007,1205660,WOLFHOUND,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/1205660/WOLFHOUND/,41,7,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=41,,,,"win,mac,linux",
0781cda0-66d3-4311-9f88-aee60478b403,2026-05-26T17:04:15.728299+00:00,1008,3695350,Hounded,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/3695350/Hounded/,41,8,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=41,,,,win,
0781cda0-66d3-4311-9f88-aee60478b403,2026-05-26T17:04:15.728299+00:00,1009,2847780,Nocturnal 2,2026,Unpriced (Coming Soon),https://store.steampowered.com/app/2847780/Nocturnal_2/,41,9,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=41,,,,win,
0781cda0-66d3-4311-9f88-aee60478b403,2026-05-26T17:04:15.728299+00:00,1010,4369130,Chop Chop Inc.,2026,Unpriced (Coming Soon),https://store.steampowered.com/app/4369130/Chop_Chop_Inc/,41,10,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=41,,,,win,
0781cda0-66d3-4311-9f88-aee60478b403,2026-05-26T17:04:15.728299+00:00,1011,3012300,Carbon,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/3012300/Carbon/,41,11,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=41,,,,win,
0781cda0-66d3-4311-9f88-aee60478b403,2026-05-26T17:04:15.728299+00:00,1012,1905580,Kloa - Child of the Forest,2026,Unpriced (Coming Soon),https://store.steampowered.com/app/1905580/Kloa__Child_of_the_Forest/,41,12,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=41,,,,win,
0781cda0-66d3-4311-9f88-aee60478b403,2026-05-26T17:04:15.728299+00:00,1013,1920290,Barkour,2026,Unpriced (Coming Soon),https://store.steampowered.com/app/1920290/Barkour/,41,13,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=41,,,,win,
0781cda0-66d3-4311-9f88-aee60478b403,2026-05-26T17:04:15.728299+00:00,1014,1276510,Human Farm,Coming soon,Free,https://store.steampowered.com/app/1276510/Human_Farm/,41,14,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=41,,,,win,
0781cda0-66d3-4311-9f88-aee60478b403,2026-05-26T17:04:15.728299+00:00,1015,2830070,SECOND-LOOP™,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2830070/SECONDLOOP/,41,15,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=41,,,,win,
0781cda0-66d3-4311-9f88-aee60478b403,2026-05-26T17:04:15.728299+00:00,1016,1498550,Infinity: HexaDome Tactics,Coming soon,Free,https://store.steampowered.com/app/1498550/Infinity_HexaDome_Tactics/,41,16,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=41,,,,win,
0781cda0-66d3-4311-9f88-aee60478b403,2026-05-26T17:04:15.728299+00:00,1017,2790850,Wing Haven,Coming soon,Free,https://store.steampowered.com/app/2790850/Wing_Haven/,41,17,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=41,,,,win,
0781cda0-66d3-4311-9f88-aee60478b403,2026-05-26T17:04:15.728299+00:00,1018,4144680,DEAD OR ALIVE 6 Last Round,"Jun 24, 2026",$39.99,https://store.steampowered.com/app/4144680/DEAD_OR_ALIVE_6_Last_Round/,41,18,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=41,,,,win,
