appid,title_old,title_new,rank_old,rank_new,rank_delta,abs_rank_delta,movement_type,spike_type,price_text_old,price_text_new,price_changed,release_text_old,release_text_new,release_changed
4012810,STEINS;GATE REBOOT DIGITAL DELUXE EDITION,STEINS;GATE RE:BOOT,149,148,1,1,up,none,$71.99,$53.99,True,"Aug 19, 2026","Aug 19, 2026",False
