appid,title_new,rank_new,price_text_new,release_text_new
2826790,Stormforge,773,Unpriced (Coming Soon),2026
4890760,THE DEAD WE KNEW: Open World Survival,1170,Unpriced (Coming Soon),"Aug 24, 2026"
2661310,Shovel Knight: Shovel of Hope DX,1199,Unpriced (Coming Soon),To be announced
