appid,query,video_id,url,title,contents_preview,published_at,date_classification,evidence_type
4261650,"""MASAKRE"" trailer",o-WsDibJiNc,https://www.youtube.com/watch?v=o-WsDibJiNc,MASAKRE - Official Announcement Trailer,"Take a look at the announcement trailer for MASAKRE, a grim and dynamic action RPG where everything belongs to chaos and ...",2026-05-31T20:46:24+00:00,inside_extended_window,youtube_video
4261650,"""MASAKRE"" trailer",vse5YdrAc_Q,https://www.youtube.com/watch?v=vse5YdrAc_Q,MASAKRE trailer,https://store.steampowered.com/app/4261650/MASAKRE/ - A brutal and bloody action roguelike.,2026-05-31T22:35:49+00:00,inside_extended_window,youtube_video
4261650,"""MASAKRE"" trailer",WIyfQOWtW3E,https://www.youtube.com/watch?v=WIyfQOWtW3E,MASAKRE - Official Announcement Trailer 4K 60FPS,"Embrace the chaos and conquer the madness. Watch the official Announcement Trailer for MASAKRE, a grim and highly dynamic ...",2026-06-03T20:26:13+00:00,inside_spike_window,youtube_video
4261650,"""MASAKRE"" trailer",MRLLv-1F93Y,https://www.youtube.com/watch?v=MRLLv-1F93Y,MASAKRE Just DROPPED Its First Trailer… DARK SOULS + DIABLO Had a NIGHTMARE#DarkFantasy #ActionRPG,Description MASAKRE throws players into a brutal world where civilization has already lost the war against chaos. Ancient ...,2026-05-31T23:12:16+00:00,inside_extended_window,youtube_video
4261650,"""MASAKRE"" trailer",VvV8sDz6QFo,https://www.youtube.com/watch?v=VvV8sDz6QFo,MASAKRE Trailer reaction,I watch the trailer for MASAKRE #gamerlife #gamers #gaming #gametrailers #gametrailer.,2026-06-01T16:00:35+00:00,inside_extended_window,youtube_video
4261650,"""MASAKRE"" gameplay",o-WsDibJiNc,https://www.youtube.com/watch?v=o-WsDibJiNc,MASAKRE - Official Announcement Trailer,"Take a look at the announcement trailer for MASAKRE, a grim and dynamic action RPG where everything belongs to chaos and ...",2026-05-31T20:46:24+00:00,inside_extended_window,youtube_video
4261650,"""MASAKRE"" gameplay",cPN-AnIXnrk,https://www.youtube.com/watch?v=cPN-AnIXnrk,MASAKRE - New Game in Steam⚡️⚡️⚡️ #steamgame #gaming,,2026-06-01T17:59:24+00:00,inside_extended_window,youtube_video
4261650,"""MASAKRE"" gameplay",ujCuRrTfszE,https://www.youtube.com/watch?v=ujCuRrTfszE,Masakre #gaming #masakre,Masakre https://store.steampowered.com/app/4261650/MASAKRE/,2026-06-01T07:27:07+00:00,inside_extended_window,youtube_video
4261650,"""MASAKRE"" gameplay",VvV8sDz6QFo,https://www.youtube.com/watch?v=VvV8sDz6QFo,MASAKRE Trailer reaction,I watch the trailer for MASAKRE #gamerlife #gamers #gaming #gametrailers #gametrailer.,2026-06-01T16:00:35+00:00,inside_extended_window,youtube_video
4261650,"""MASAKRE"" gameplay",dbmpTgFk40E,https://www.youtube.com/watch?v=dbmpTgFk40E,Best Metin2 Gameplay Right Now,OPEN FOR MORE INFO & LINKS! In this video: I am showing you the best gameplay moments on Metin2! Subscribe and ...,2026-05-24T08:58:56+00:00,inside_extended_window,youtube_video
4261650,"""MASAKRE"" demo",z3Z_qVcXMvk,https://www.youtube.com/watch?v=z3Z_qVcXMvk,Masakre-politco-joyifero-demo-2010,,2010-08-13T13:57:16+00:00,outside_window,youtube_video
4261650,"""MASAKRE"" demo",aNMtvJft2tw,https://www.youtube.com/watch?v=aNMtvJft2tw,Masakre-masacre-joyifero-demo-2010,"Tras mas de 3 años sin publicar nada desde la ultima maqueta TAN SOLO EL PRINCIPIO, vuelve con nuevas letras en tres ...",2010-07-31T07:13:11+00:00,outside_window,youtube_video
4261650,"""MASAKRE"" demo",3u3osyq-KQU,https://www.youtube.com/watch?v=3u3osyq-KQU,Masakre - Tinieblas tras le tiempo - En vivo en Illapel (2013),"Masakre - Tinieblas tras le tiempo - En vivo en Illapel (2013) Camara, sonido e iluminación : Nery Vidal Edición : Leo Pozo DFM ...",2013-03-28T12:45:24+00:00,outside_window,youtube_video
4261650,"""MASAKRE"" demo",9CikFJg5nPE,https://www.youtube.com/watch?v=9CikFJg5nPE,Masakre 2018 Crawling To Predition (FULL EP),Crust/Death Metal from Indonesia. 1.Dismembered Faith 0:00 2.Netherworld 1:37 3.Wrath 3:28 4.Abattoir Belief 5:00 5.Eternal ...,2018-04-22T14:53:35+00:00,outside_window,youtube_video
4261650,"""MASAKRE"" demo",KaFe_SaCjII,https://www.youtube.com/watch?v=KaFe_SaCjII,Masakre - Crawling To Perdition (2018),"Artist: Masakre Title: Crawling To Perdition Label: G-Lord, Goatlordth, Total Fucker Year: 2018 Tracklist: 1. Dismembered Faith 2.",2018-04-30T14:53:28+00:00,outside_window,youtube_video
