appid,title_new,rank_new,price_text_new,release_text_new
4981570,Wand & Order: Tidy up the magic shop!,1174,Unpriced (Coming Soon),"Sep 18, 2026"
4121600,Psychopomp 2,1175,Free,Coming soon
