appid,title_old,rank_old
3572310,Ministry of Order,1524
1766500,Dread Pilots,1526
3017770,Zlin City: Diorama,1527
3306920,Cosmic Fear,1528
1902860,Light Odyssey,1529
4117830,"Your Painting, Sir",1530
3770380,Please Serve Only the Most Delicious Garbage,1531
2962320,Artificial Detective,1532
2353010,Pale Dots,1533
2542170,MOONSHIRE,1534
1512190,Hunternet Starfighter,1535
1294620,CrocApoca!! Crocodile maiden at the End of the World,1536
1916410,Drive Beyond Horizons: Prologue,1537
2427980,Monterona,1538
1834220,Rooster,1539
3395320,Critical Shift,1540
1355900,Tattered Banners,1542
896250,Liquidation,1543
3336070,CYBRLICH and the Death Cult of Labor,1544
2073150,Eldritch Empathy,1545
3688240,Pipes.exe,1546
3122600,Glintseeker Island,1547
4657920,War Fantasy,1548
4067370,Prospice,1549
4754550,Medieval Dynasty - The Backwood,1550
