appid,title_old,title_new,rank_old,rank_new,rank_delta,abs_rank_delta,movement_type,spike_type,price_text_old,price_text_new,price_changed,release_text_old,release_text_new,release_changed
3116700,Reap and Rush,Reap and Rush,2647,2633,14,14,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,"Jul 21, 2026",True
4512570,A Game About Chopping Trees,A Game About Chopping Trees,2229,2217,12,12,up,none,Free,Unpriced (Coming Soon),True,Coming soon,"Jul 15, 2026",True
247970,Korea. IL-2 Series,Korea. IL-2 Series,1046,1038,8,8,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q2 2026,"Aug 4, 2026",True
3767850,SpiritVale,SpiritVale,858,851,7,7,up,none,Free,Free,False,Q3 2026,"Jul 15, 2026",True
3030560,Sloppy Forgeries,Sloppy Forgeries,1225,1219,6,6,up,none,Unpriced (Coming Soon),Free,True,2026,Q1 2027,True
1722800,Colossus - Eternal Blight,Colossus - Eternal Blight,2924,2918,6,6,up,none,Free,Unpriced (Coming Soon),True,Coming soon,2026,True
3282300,Mistfall Hunter,Mistfall Hunter,112,108,4,4,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,July 2026,"Jul 29, 2026",True
4113940,Sovereign Tower,Sovereign Tower,692,688,4,4,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,August 2026,"Aug 6, 2026",True
1292510,Everstorm,Everstorm,1608,1605,3,3,up,none,Unpriced (Coming Soon),Free,True,2026,2026,False
2288520,The Quiet Things,The Quiet Things,2167,2164,3,3,up,none,Free,Unpriced (Coming Soon),True,Coming soon,"Jun 18, 2026",True
1662160,K-pop Idol Stories: Road to Debut,K-pop Idol Stories: Road to Debut,2189,2186,3,3,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,"Jul 16, 2026",True
1498550,Infinity: HexaDome Tactics,Infinity: HexaDome Tactics,1012,1010,2,2,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q3 2026,September 2026,True
2828710,Valor Mortis,Valor Mortis,70,69,1,1,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 24, 2026","Oct 13, 2026",True
3393850,Dicewood,Dicewood,2322,2321,1,1,up,none,Unpriced (Coming Soon),Free,True,2026,2027,True
672890,Sparkball,Sparkball,2494,2495,-1,1,down,none,Free,Unpriced (Coming Soon),True,Q2 2026,Q2 2026,False
