appid,title_old,title_new,rank_old,rank_new,rank_delta,abs_rank_delta,movement_type,spike_type,price_text_old,price_text_new,price_changed,release_text_old,release_text_new,release_changed
2489950,Tales Of Wakana,Tales Of Wakana,2422,2317,105,105,up,upward_spike,Unpriced (Coming Soon),Free,True,"Jun 15, 2026",Coming soon,True
4259190,Kingdom Rush 6: Genesis TD,Kingdom Rush 6: Genesis TD,576,569,7,7,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,"Sep 24, 2026",True
3886200,BrokenLore: DON’T LIE,BrokenLore: DON’T LIE,2139,2132,7,7,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,"Sep 9, 2026",True
2738170,Edge of Memories,Edge of Memories,473,476,-3,3,down,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,Q4 2026,True
4594150,"Sir, We Have an Orc Problem","Sir, We Have an Orc Problem",727,724,3,3,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,"Jul 28, 2026",True
2938460,Police Chief Simulator,Police Chief Simulator,940,937,3,3,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q3 2026,September 2026,True
2936290,The Life and Suffering of Prince Jerian,The Life and Suffering of Prince Jerian,654,656,-2,2,down,none,Free,Unpriced (Coming Soon),True,Coming soon,"Jul 20, 2026",True
1208170,Samurai: Ronin's Path,Samurai: Ronin's Path,855,857,-2,2,down,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,2026,True
2691090,14:  Overmind,14:  Overmind,2201,2203,-2,2,down,none,Free,Free,False,Coming soon,Q2 2028,True
3561220,Pass the Fear,Pass the Fear,609,608,1,1,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,"Jul 22, 2026",True
3917700,DiceVaders,Dicevaders,1848,1847,1,1,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,2026,True
2824880,SHRIMP GAME: OVERKRILL,SHRIMP GAME: OVERKRILL,1875,1874,1,1,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q3 2026,"Aug 20, 2026",True
2054520,Gawr Gura: Quest for Bread,Gawr Gura: Quest for Bread,2773,2772,1,1,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,July 2026,"Aug 27, 2026",True
2766910,PengPong,PengPong,2943,2942,1,1,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q3 2026,August 2026,True
2950790,IRON NEST: Heavy Turret Simulator,IRON NEST: Heavy Turret Simulator,113,113,0,0,stable,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q3 2026,To be announced,True
4435340,Anymaker,Anymaker,1099,1099,0,0,stable,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,2026,True
2640920,Network Engineer Simulator,Network Engineer Simulator,1901,1901,0,0,stable,none,Free,Unpriced (Coming Soon),True,Coming soon,To be announced,True
3950440,Lootbane,Lootbane,2029,2029,0,0,stable,none,Unpriced (Coming Soon),Free,True,2026,2027,True
