files_compared_count,comparison_window_start_utc,comparison_window_end_utc,comparison_window_hours,old_unique_appids,new_unique_appids,common_app_count,new_entry_count,dropped_entry_count,moved_up_count,moved_down_count,stable_count,upward_spike_count,downward_spike_count,price_changes_count,release_changes_count,biggest_upward_spike_appid,biggest_upward_spike_title,biggest_upward_spike_delta,biggest_downward_spike_appid,biggest_downward_spike_title,biggest_downward_spike_delta
2,2026-08-19T12:56:00.502853+00:00,2026-08-20T01:35:18.285530+00:00,12.65,1124,1125,1120,5,4,907,25,188,6,0,0,3,3937470,Sally Face 2,43,,,0
