appid,title_new,rank_new,price_text_new,release_text_new
3135380,Verse Project,1122,Unpriced (Coming Soon),2026
1503170,Liegecraft,1123,Free,Coming soon
2565010,Tenet of the Spark,1124,Unpriced (Coming Soon),To be announced
