appid,title_new,rank_new,price_text_new,release_text_new
4406280,the cabin game,2992,Free,Coming soon
3695950,SAFE INSIDE,2994,Unpriced (Coming Soon),To be announced
2686820,isekizima: Ruins and Tails Journey,2997,Unpriced (Coming Soon),Q3 2026
1693350,Stellar Valkyrie,2998,Unpriced (Coming Soon),To be announced
