appid,title_old,rank_old
2134720,Stormbinders,1575
2856410,ALZARA Radiant Echoes,1576
1303400,Whisker Squadron: Untitled Space Game,1577
3227240,MineGeon: Renegades,1578
3254990,Corpse Party II: Darkness Distortion,1579
2118890,Backrooms VHS,1580
4702700,Heathen,1581
2485410,Slowly Sliding Ducks,1582
1557140,What Lives Below,1583
3513120,YAKOH SHINOBI OPS,1584
3123060,Warlord: Awaji,1585
1234570,Star Fetchers : Episode 1,1586
1522360,Dinos Reborn,1587
4073860,Sludgineers,1588
3875960,Dragon Raja the farewell passage,1589
1836400,Mossfield Origins,1590
2539340,PlanetSmith,1591
2639270,Photography Simulator Wildlife Prologue,1592
1487570,Far North Survival,1593
1883360,The White Raven,1594
2976110,Separated,1595
3322630,Culdcept BEGINS,1596
1166660,Restaurant Simulator,1597
2626570,GodsTV,1598
3193330,Tia:weird hunter,1599
2361560,Dr. Emmerson's Nocturnes,1600
