appid,title_old,rank_old
3079210,Hell Let Loose: Vietnam,27
3167920,Low-Budget Repairs,39
3394840,Clawed,218
2764460,Sandustry,323
1921490,Wild Blue Skies,407
3139440,GunZ: The Duel,416
4739040,DISCIPLINE SIMULATOR,465
3315060,Ledgerbound,784
4626940,Scratch the Ticket,1034
4992070,Sort Them Ducks,1109
1503170,Liegecraft,1131
2565010,Tenet of the Spark,1133
3135380,Verse Project,1134
4327900,Space Hauler,1135
3054550,Sil and the Fading World,1136
3530630,Bless You Again,1137
2687200,100 London Cats,1138
2830070,SECOND-LOOP™,1139
2564450,Auroria,1141
2495320,Monsterpatch,1142
3107530,Danchi Days,1143
1924600,March of Giants,1144
4121600,Psychopomp 2,1145
1874090,Half-Life Decay: Solo Mission,1146
2591230,MEAT-GRINDER,1147
3106270,HELLCARD II,1148
2027760,Bridgebourn,1149
