appid,title_old,rank_old
1803140,Deer & Boy,348
4355570,"Warhammer 40,000: Darktide - Skitarii Class",362
2458980,Dimhaven - The Lost Source,578
4355580,"Warhammer 40,000: Darktide - Skitarii Class Deluxe Edition",597
3688130,Moldwasher,651
2819400,Disc Golf Masters,1778
4366330,Rift Wizard 3,2261
1681140,Pagan Age,2379
1221950,Nighthawks,2381
2985520,The Player Who Can't Level Up,2382
1810070,Aperture: Salt Mines,2383
1355160,Dad by the Sword,2384
3299010,External,2385
3332120,Dark Island: Faded Memories,2386
3299850,The Last Phoenix,2387
3564410,Floor Plan: Slap Out Of It!,2388
3353590,Jinn Hunter,2389
2994600,Lysward,2390
4412000,Zad Archery,2391
4003590,"Dungeon Gambler: All In, No Out",2392
3589430,Heidi's Legacy: Mountains Calling,2393
3853110,Crusaders Quest : MergeChess,2394
3106050,Dark Queen of Samobor,2395
2647870,Defenders of Etheria,2396
3855320,ABYSS REBEL,2397
2928040,The Legend of Baboo,2398
2306490,GNAW,2399
