appid,query,video_id,url,title,contents_preview,published_at,date_classification,evidence_type
3809850,"""Heroes of Might and Magic III Remake"" trailer",UOO0ncKoO58,https://www.youtube.com/watch?v=UOO0ncKoO58,Heroes of Might and Magic III Remake - Gameplay Overview Trailer,"Welcome (back) to Erathia! From kingdom exploration, to strategic battles and heroes management, take a first look at Heroes of ...",2026-08-26T08:00:20+00:00,inside_extended_window,youtube_video
3809850,"""Heroes of Might and Magic III Remake"" trailer",yBUckLZ5QRk,https://www.youtube.com/watch?v=yBUckLZ5QRk,Heroes of Might and Magic III Remake - Reveal Trailer,Watch the reveal trailer for Heroes of Might and Magic III Remake. Return to the lands of Erathia and (re)discover one of the ...,2026-08-25T19:43:00+00:00,inside_spike_window,youtube_video
3809850,"""Heroes of Might and Magic III Remake"" trailer",cVj_kLgNeYE,https://www.youtube.com/watch?v=cVj_kLgNeYE,Heroes of Might and Magic III Remake - Reveal Trailer,Watch the reveal trailer for Heroes of Might and Magic III Remake. Return to the lands of Erathia and (re)discover one of the ...,2026-08-25T20:00:08+00:00,inside_spike_window,youtube_video
3809850,"""Heroes of Might and Magic III Remake"" trailer",NhlmWBRbM3I,https://www.youtube.com/watch?v=NhlmWBRbM3I,Heroes of Might and Magic III Remake World Premiere Trailer | gamescom Opening Night Live 2026,"Watch the Heroes of Might and Magic III Remake World Premiere Trailer from gamescom Opening Night Live 2026 in Cologne, ...",2026-08-25T19:36:56+00:00,inside_spike_window,youtube_video
3809850,"""Heroes of Might and Magic III Remake"" trailer",etMSldpidto,https://www.youtube.com/watch?v=etMSldpidto,Heroes of Might and Magic III Remake Reveal Trailer,"Get your first look at Heroes of Might and Magic III Remake with the official Reveal Trailer, showcased at gamescom 2026. Return ...",2026-08-25T19:34:41+00:00,inside_spike_window,youtube_video
3809850,"""Heroes of Might and Magic III Remake"" gameplay",UOO0ncKoO58,https://www.youtube.com/watch?v=UOO0ncKoO58,Heroes of Might and Magic III Remake - Gameplay Overview Trailer,"Welcome (back) to Erathia! From kingdom exploration, to strategic battles and heroes management, take a first look at Heroes of ...",2026-08-26T08:00:20+00:00,inside_extended_window,youtube_video
3809850,"""Heroes of Might and Magic III Remake"" gameplay",eQlzzHuEtMk,https://www.youtube.com/watch?v=eQlzzHuEtMk,Heroes of Might and Magic III Extended Gameplay Demo 4K | gamescom 2026,Experience an extended look at Heroes of Might and Magic III Remake with this Gameplay Demo showcased at gamescom 2026.,2026-08-26T08:00:39+00:00,inside_extended_window,youtube_video
3809850,"""Heroes of Might and Magic III Remake"" gameplay",fGQ5uv3jtaQ,https://www.youtube.com/watch?v=fGQ5uv3jtaQ,Heroes of Might and Magic III Remake - Preview Gameplay,Ukážka z hrania prológu a Arrogance 2026 kampane v remaku legendárnej ťahovky Heroes of Might and Magic III.,2026-08-26T08:01:50+00:00,inside_extended_window,youtube_video
3809850,"""Heroes of Might and Magic III Remake"" gameplay",yBUckLZ5QRk,https://www.youtube.com/watch?v=yBUckLZ5QRk,Heroes of Might and Magic III Remake - Reveal Trailer,Watch the reveal trailer for Heroes of Might and Magic III Remake. Return to the lands of Erathia and (re)discover one of the ...,2026-08-25T19:43:00+00:00,inside_spike_window,youtube_video
3809850,"""Heroes of Might and Magic III Remake"" gameplay",NhlmWBRbM3I,https://www.youtube.com/watch?v=NhlmWBRbM3I,Heroes of Might and Magic III Remake World Premiere Trailer | gamescom Opening Night Live 2026,"Watch the Heroes of Might and Magic III Remake World Premiere Trailer from gamescom Opening Night Live 2026 in Cologne, ...",2026-08-25T19:36:56+00:00,inside_spike_window,youtube_video
3809850,"""Heroes of Might and Magic III Remake"" release date",UOO0ncKoO58,https://www.youtube.com/watch?v=UOO0ncKoO58,Heroes of Might and Magic III Remake - Gameplay Overview Trailer,"Welcome (back) to Erathia! From kingdom exploration, to strategic battles and heroes management, take a first look at Heroes of ...",2026-08-26T08:00:20+00:00,inside_extended_window,youtube_video
3809850,"""Heroes of Might and Magic III Remake"" release date",yBUckLZ5QRk,https://www.youtube.com/watch?v=yBUckLZ5QRk,Heroes of Might and Magic III Remake - Reveal Trailer,Watch the reveal trailer for Heroes of Might and Magic III Remake. Return to the lands of Erathia and (re)discover one of the ...,2026-08-25T19:43:00+00:00,inside_spike_window,youtube_video
3809850,"""Heroes of Might and Magic III Remake"" release date",cVj_kLgNeYE,https://www.youtube.com/watch?v=cVj_kLgNeYE,Heroes of Might and Magic III Remake - Reveal Trailer,Watch the reveal trailer for Heroes of Might and Magic III Remake. Return to the lands of Erathia and (re)discover one of the ...,2026-08-25T20:00:08+00:00,inside_spike_window,youtube_video
3809850,"""Heroes of Might and Magic III Remake"" release date",etMSldpidto,https://www.youtube.com/watch?v=etMSldpidto,Heroes of Might and Magic III Remake Reveal Trailer,"Get your first look at Heroes of Might and Magic III Remake with the official Reveal Trailer, showcased at gamescom 2026. Return ...",2026-08-25T19:34:41+00:00,inside_spike_window,youtube_video
3809850,"""Heroes of Might and Magic III Remake"" release date",NhlmWBRbM3I,https://www.youtube.com/watch?v=NhlmWBRbM3I,Heroes of Might and Magic III Remake World Premiere Trailer | gamescom Opening Night Live 2026,"Watch the Heroes of Might and Magic III Remake World Premiere Trailer from gamescom Opening Night Live 2026 in Cologne, ...",2026-08-25T19:36:56+00:00,inside_spike_window,youtube_video
