created_at_utc,timestamp,appid,game_title,provider,model,status,folder_path,input_file,output_path,error,duration_sec,response_length
2026-07-29T14:30:56.223001+00:00,20260729_143056,4739040,DISCIPLINE SIMULATOR,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-07-29__appid_4739040__rank_833_to_792__up_41,data/spike_explainer/2026-07-29__appid_4739040__rank_833_to_792__up_41/llm_summary_input.md,data/spike_explainer/2026-07-29__appid_4739040__rank_833_to_792__up_41/llm_outputs/gemini_20260729_143056.md,,16.2,5213
2026-07-30T02:56:35.771420+00:00,20260730_025635,4739040,DISCIPLINE SIMULATOR,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-07-30__appid_4739040__rank_792_to_717__up_75,data/spike_explainer/2026-07-30__appid_4739040__rank_792_to_717__up_75/llm_summary_input.md,data/spike_explainer/2026-07-30__appid_4739040__rank_792_to_717__up_75/llm_outputs/gemini_20260730_025635.md,,25.85,7052
2026-07-30T14:25:04.144061+00:00,20260730_142504,4739040,DISCIPLINE SIMULATOR,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-07-30__appid_4739040__rank_717_to_660__up_57,data/spike_explainer/2026-07-30__appid_4739040__rank_717_to_660__up_57/llm_summary_input.md,data/spike_explainer/2026-07-30__appid_4739040__rank_717_to_660__up_57/llm_outputs/gemini_20260730_142504.md,,20.55,6533
2026-07-31T03:38:33.468669+00:00,20260731_033833,4739040,DISCIPLINE SIMULATOR,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-07-31__appid_4739040__rank_660_to_592__up_68,data/spike_explainer/2026-07-31__appid_4739040__rank_660_to_592__up_68/llm_summary_input.md,data/spike_explainer/2026-07-31__appid_4739040__rank_660_to_592__up_68/llm_outputs/gemini_20260731_033833.md,,19.27,6639
2026-07-31T14:31:17.232569+00:00,20260731_143117,3184960,The Defiant,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-07-31__appid_3184960__rank_455_to_395__up_60,data/spike_explainer/2026-07-31__appid_3184960__rank_455_to_395__up_60/llm_summary_input.md,data/spike_explainer/2026-07-31__appid_3184960__rank_455_to_395__up_60/llm_outputs/gemini_20260731_143117.md,,17.69,5126
2026-08-01T03:38:11.775592+00:00,20260801_033811,3749720,The Division Resurgence,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-01__appid_3749720__rank_918_to_835__up_83,data/spike_explainer/2026-08-01__appid_3749720__rank_918_to_835__up_83/llm_summary_input.md,data/spike_explainer/2026-08-01__appid_3749720__rank_918_to_835__up_83/llm_outputs/gemini_20260801_033811.md,,16.04,5594
2026-08-01T13:48:46.561673+00:00,20260801_134846,3749720,The Division Resurgence,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-01__appid_3749720__rank_835_to_793__up_42,data/spike_explainer/2026-08-01__appid_3749720__rank_835_to_793__up_42/llm_summary_input.md,data/spike_explainer/2026-08-01__appid_3749720__rank_835_to_793__up_42/llm_outputs/gemini_20260801_134846.md,,17.35,6239
2026-08-02T03:37:48.197265+00:00,20260802_033748,4687860,Guns and Dragons,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-02__appid_4687860__rank_1145_to_1050__up_95,data/spike_explainer/2026-08-02__appid_4687860__rank_1145_to_1050__up_95/llm_summary_input.md,data/spike_explainer/2026-08-02__appid_4687860__rank_1145_to_1050__up_95/llm_outputs/gemini_20260802_033748.md,,19.47,5963
2026-08-02T13:48:54.769013+00:00,20260802_134854,3749720,The Division Resurgence,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-02__appid_3749720__rank_722_to_670__up_52,data/spike_explainer/2026-08-02__appid_3749720__rank_722_to_670__up_52/llm_summary_input.md,data/spike_explainer/2026-08-02__appid_3749720__rank_722_to_670__up_52/llm_outputs/gemini_20260802_134854.md,,21.76,5363
2026-08-03T03:39:46.868811+00:00,20260803_033946,3749720,The Division Resurgence,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-03__appid_3749720__rank_670_to_589__up_81,data/spike_explainer/2026-08-03__appid_3749720__rank_670_to_589__up_81/llm_summary_input.md,data/spike_explainer/2026-08-03__appid_3749720__rank_670_to_589__up_81/llm_outputs/gemini_20260803_033946.md,,24.49,6507
2026-08-03T15:01:15.868276+00:00,20260803_150115,3919900,Dead Zone Revive,gemini,gemini-2.5-flash,error_api_failure,data/spike_explainer/2026-08-03__appid_3919900__rank_1049_to_975__up_74,data/spike_explainer/2026-08-03__appid_3919900__rank_1049_to_975__up_74/llm_summary_input.md,,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,0
2026-08-04T03:21:45.176967+00:00,20260804_032145,4547970,Pih 2,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-04__appid_4547970__rank_1092_to_1032__up_60,data/spike_explainer/2026-08-04__appid_4547970__rank_1092_to_1032__up_60/llm_summary_input.md,data/spike_explainer/2026-08-04__appid_4547970__rank_1092_to_1032__up_60/llm_outputs/gemini_20260804_032145.md,,22.42,4906
2026-08-04T14:37:06.661108+00:00,20260804_143706,4935510,Cellar Keeper,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-04__appid_4935510__rank_1126_to_1090__up_36,data/spike_explainer/2026-08-04__appid_4935510__rank_1126_to_1090__up_36/llm_summary_input.md,data/spike_explainer/2026-08-04__appid_4935510__rank_1126_to_1090__up_36/llm_outputs/gemini_20260804_143706.md,,24.21,6041
2026-08-05T03:02:44.794544+00:00,20260805_030244,4935510,Cellar Keeper,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-05__appid_4935510__rank_1090_to_1023__up_67,data/spike_explainer/2026-08-05__appid_4935510__rank_1090_to_1023__up_67/llm_summary_input.md,data/spike_explainer/2026-08-05__appid_4935510__rank_1090_to_1023__up_67/llm_outputs/gemini_20260805_030244.md,,29.71,6384
2026-08-05T14:30:59.795395+00:00,20260805_143059,4927490,Cleaning Up The Puzzle Gallery,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-05__appid_4927490__rank_1065_to_1014__up_51,data/spike_explainer/2026-08-05__appid_4927490__rank_1065_to_1014__up_51/llm_summary_input.md,data/spike_explainer/2026-08-05__appid_4927490__rank_1065_to_1014__up_51/llm_outputs/gemini_20260805_143059.md,,25.06,6040
2026-08-06T03:07:52.845811+00:00,20260806_030752,4796830,WE ARE SO DEAD,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-06__appid_4796830__rank_1109_to_1045__up_64,data/spike_explainer/2026-08-06__appid_4796830__rank_1109_to_1045__up_64/llm_summary_input.md,data/spike_explainer/2026-08-06__appid_4796830__rank_1109_to_1045__up_64/llm_outputs/gemini_20260806_030752.md,,14.74,5644
2026-08-06T14:33:36.935350+00:00,20260806_143336,4935510,Cellar Keeper,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-06__appid_4935510__rank_942_to_903__up_39,data/spike_explainer/2026-08-06__appid_4935510__rank_942_to_903__up_39/llm_summary_input.md,data/spike_explainer/2026-08-06__appid_4935510__rank_942_to_903__up_39/llm_outputs/gemini_20260806_143336.md,,23.97,5494
2026-08-07T03:03:50.401380+00:00,20260807_030350,3563080,Swords & Slippers,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-07__appid_3563080__rank_1137_to_816__up_321,data/spike_explainer/2026-08-07__appid_3563080__rank_1137_to_816__up_321/llm_summary_input.md,data/spike_explainer/2026-08-07__appid_3563080__rank_1137_to_816__up_321/llm_outputs/gemini_20260807_030350.md,,20.58,5347
2026-08-07T13:24:01.315024+00:00,20260807_132401,3563080,Swords & Slippers,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-07__appid_3563080__rank_816_to_737__up_79,data/spike_explainer/2026-08-07__appid_3563080__rank_816_to_737__up_79/llm_summary_input.md,data/spike_explainer/2026-08-07__appid_3563080__rank_816_to_737__up_79/llm_outputs/gemini_20260807_132401.md,,18.55,5744
2026-08-08T02:08:30.730700+00:00,20260808_020830,3563080,Swords & Slippers,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-08__appid_3563080__rank_737_to_669__up_68,data/spike_explainer/2026-08-08__appid_3563080__rank_737_to_669__up_68/llm_summary_input.md,data/spike_explainer/2026-08-08__appid_3563080__rank_737_to_669__up_68/llm_outputs/gemini_20260808_020830.md,,15.75,5813
2026-08-08T13:07:27.918053+00:00,20260808_130727,4753290,JUJUTSU KAISEN RUMBLE: SURVIVATON,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-08__appid_4753290__rank_1075_to_987__up_88,data/spike_explainer/2026-08-08__appid_4753290__rank_1075_to_987__up_88/llm_summary_input.md,data/spike_explainer/2026-08-08__appid_4753290__rank_1075_to_987__up_88/llm_outputs/gemini_20260808_130727.md,,20.13,7544
2026-08-09T02:14:39.427663+00:00,20260809_021439,4093320,Beastfolk Barber,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-09__appid_4093320__rank_986_to_871__up_115,data/spike_explainer/2026-08-09__appid_4093320__rank_986_to_871__up_115/llm_summary_input.md,data/spike_explainer/2026-08-09__appid_4093320__rank_986_to_871__up_115/llm_outputs/gemini_20260809_021439.md,,17.89,5329
2026-08-09T13:12:10.802598+00:00,20260809_131210,4093320,Beastfolk Barber,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-09__appid_4093320__rank_871_to_808__up_63,data/spike_explainer/2026-08-09__appid_4093320__rank_871_to_808__up_63/llm_summary_input.md,data/spike_explainer/2026-08-09__appid_4093320__rank_871_to_808__up_63/llm_outputs/gemini_20260809_131210.md,,15.22,5590
2026-08-10T02:20:34.829621+00:00,20260810_022034,4657920,War Fantasy,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-10__appid_4657920__rank_1104_to_1018__up_86,data/spike_explainer/2026-08-10__appid_4657920__rank_1104_to_1018__up_86/llm_summary_input.md,data/spike_explainer/2026-08-10__appid_4657920__rank_1104_to_1018__up_86/llm_outputs/gemini_20260810_022034.md,,15.36,5897
2026-08-10T13:30:13.386357+00:00,20260810_133013,4657920,War Fantasy,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-10__appid_4657920__rank_1018_to_884__up_134,data/spike_explainer/2026-08-10__appid_4657920__rank_1018_to_884__up_134/llm_summary_input.md,data/spike_explainer/2026-08-10__appid_4657920__rank_1018_to_884__up_134/llm_outputs/gemini_20260810_133013.md,,17.98,6838
2026-08-11T02:13:33.812624+00:00,20260811_021333,4657920,War Fantasy,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-11__appid_4657920__rank_884_to_755__up_129,data/spike_explainer/2026-08-11__appid_4657920__rank_884_to_755__up_129/llm_summary_input.md,data/spike_explainer/2026-08-11__appid_4657920__rank_884_to_755__up_129/llm_outputs/gemini_20260811_021333.md,,18.2,6230
2026-08-11T13:26:38.782129+00:00,20260811_132638,4910490,Ignite the Depths,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-11__appid_4910490__rank_1071_to_797__up_274,data/spike_explainer/2026-08-11__appid_4910490__rank_1071_to_797__up_274/llm_summary_input.md,data/spike_explainer/2026-08-11__appid_4910490__rank_1071_to_797__up_274/llm_outputs/gemini_20260811_132638.md,,24.33,6768
2026-08-12T02:31:23.648994+00:00,20260812_023123,4910490,Ignite the Depths,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-12__appid_4910490__rank_797_to_635__up_162,data/spike_explainer/2026-08-12__appid_4910490__rank_797_to_635__up_162/llm_summary_input.md,data/spike_explainer/2026-08-12__appid_4910490__rank_797_to_635__up_162/llm_outputs/gemini_20260812_023123.md,,18.91,4100
2026-08-12T13:30:33.578117+00:00,20260812_133033,4910490,Ignite the Depths,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-12__appid_4910490__rank_635_to_593__up_42,data/spike_explainer/2026-08-12__appid_4910490__rank_635_to_593__up_42/llm_summary_input.md,data/spike_explainer/2026-08-12__appid_4910490__rank_635_to_593__up_42/llm_outputs/gemini_20260812_133033.md,,46.12,5687
2026-08-13T02:33:04.512868+00:00,20260813_023304,4348910,Probably Stolen - Cyberpunk Pawnshop Simulator,gemini,gemini-2.5-flash,error_api_failure,data/spike_explainer/2026-08-13__appid_4348910__rank_923_to_887__up_36,data/spike_explainer/2026-08-13__appid_4348910__rank_923_to_887__up_36/llm_summary_input.md,,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,0
2026-08-13T13:33:13.422277+00:00,20260813_133313,4626940,Scratch the Ticket,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-13__appid_4626940__rank_1067_to_1034__up_33,data/spike_explainer/2026-08-13__appid_4626940__rank_1067_to_1034__up_33/llm_summary_input.md,data/spike_explainer/2026-08-13__appid_4626940__rank_1067_to_1034__up_33/llm_outputs/gemini_20260813_133313.md,,27.39,6067
2026-08-14T02:32:42.414673+00:00,20260814_023242,4738100,10 Million Pixels,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-14__appid_4738100__rank_1056_to_1006__up_50,data/spike_explainer/2026-08-14__appid_4738100__rank_1056_to_1006__up_50/llm_summary_input.md,data/spike_explainer/2026-08-14__appid_4738100__rank_1056_to_1006__up_50/llm_outputs/gemini_20260814_023242.md,,18.93,5564
2026-08-14T13:26:28.331471+00:00,20260814_132628,4732690,Arknights: Endfield,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-14__appid_4732690__rank_1069_to_985__up_84,data/spike_explainer/2026-08-14__appid_4732690__rank_1069_to_985__up_84/llm_summary_input.md,data/spike_explainer/2026-08-14__appid_4732690__rank_1069_to_985__up_84/llm_outputs/gemini_20260814_132628.md,,15.58,4731
2026-08-15T01:43:09.670081+00:00,20260815_014309,4732690,Arknights: Endfield,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-15__appid_4732690__rank_985_to_910__up_75,data/spike_explainer/2026-08-15__appid_4732690__rank_985_to_910__up_75/llm_summary_input.md,data/spike_explainer/2026-08-15__appid_4732690__rank_985_to_910__up_75/llm_outputs/gemini_20260815_014309.md,,22.97,5102
2026-08-15T12:55:43.603151+00:00,20260815_125543,4732690,Arknights: Endfield,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-15__appid_4732690__rank_910_to_860__up_50,data/spike_explainer/2026-08-15__appid_4732690__rank_910_to_860__up_50/llm_summary_input.md,data/spike_explainer/2026-08-15__appid_4732690__rank_910_to_860__up_50/llm_outputs/gemini_20260815_125543.md,,41.24,6628
2026-08-16T01:50:18.016474+00:00,20260816_015018,4732690,Arknights: Endfield,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-16__appid_4732690__rank_860_to_811__up_49,data/spike_explainer/2026-08-16__appid_4732690__rank_860_to_811__up_49/llm_summary_input.md,data/spike_explainer/2026-08-16__appid_4732690__rank_860_to_811__up_49/llm_outputs/gemini_20260816_015018.md,,14.2,5285
2026-08-16T12:58:27.236604+00:00,20260816_125827,3216600,KINGDOM HEARTS IV,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-16__appid_3216600__rank_940_to_803__up_137,data/spike_explainer/2026-08-16__appid_3216600__rank_940_to_803__up_137/llm_summary_input.md,data/spike_explainer/2026-08-16__appid_3216600__rank_940_to_803__up_137/llm_outputs/gemini_20260816_125827.md,,19.05,5857
2026-08-17T01:48:55.835979+00:00,20260817_014855,3216600,KINGDOM HEARTS IV,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-17__appid_3216600__rank_803_to_719__up_84,data/spike_explainer/2026-08-17__appid_3216600__rank_803_to_719__up_84/llm_summary_input.md,data/spike_explainer/2026-08-17__appid_3216600__rank_803_to_719__up_84/llm_outputs/gemini_20260817_014855.md,,14.11,5097
2026-08-17T13:03:11.858364+00:00,20260817_130311,3216600,KINGDOM HEARTS IV,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-17__appid_3216600__rank_719_to_681__up_38,data/spike_explainer/2026-08-17__appid_3216600__rank_719_to_681__up_38/llm_summary_input.md,data/spike_explainer/2026-08-17__appid_3216600__rank_719_to_681__up_38/llm_outputs/gemini_20260817_130311.md,,31.78,6350
2026-08-18T01:43:50.674664+00:00,20260818_014350,3937470,Sally Face 2,gemini,gemini-2.5-flash,error_api_failure,data/spike_explainer/2026-08-18__appid_3937470__rank_907_to_732__up_175,data/spike_explainer/2026-08-18__appid_3937470__rank_907_to_732__up_175/llm_summary_input.md,,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The service is currently unavailable.', 'status': 'UNAVAILABLE'}}",0.0,0
2026-08-18T13:04:56.945749+00:00,20260818_130456,3937470,Sally Face 2,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-08-18__appid_3937470__rank_732_to_677__up_55,data/spike_explainer/2026-08-18__appid_3937470__rank_732_to_677__up_55/llm_summary_input.md,data/spike_explainer/2026-08-18__appid_3937470__rank_732_to_677__up_55/llm_outputs/gemini_20260818_130456.md,,20.79,5679
