appid,title_old,rank_old
3839790,Granblue Fantasy: Relink - Endless Ragnarok Upgrade Kit (Standard Edition),325
4306890,Granblue Fantasy: Relink - Endless Ragnarok Upgrade Kit (Special Edition),371
4508570,Veritas Tales: Witch of the Dark Castle,1244
1179020,Red Frost,1325
2734480,Trade Tales,1327
3469420,Biofactory,1328
2748140,Lands of Koastalia,1330
3689540,KING's RAID,1332
1187640,Totemic,1333
2243690,B.C. Piezophile,1334
2077890,Green Hawk Platoon,1335
2524200,KILLA,1337
3867180,Rance IX,1338
3460400,Harrowlands,1339
2233390,Nuclear Sub,1340
3555780,Bookbinding – Dark Cozy Sim,1341
2932260,Trine 6: Together in Time,1342
492540,She Dreams Elsewhere,1343
2257440,Tom the postgirl,1344
4110770,Apple Crumble,1345
2857810,Sleight of Hand,1346
3273260,Lost Host,1347
2681870,Kidbash: Super Legend,1348
2349630,Litchi Town,1349
2433560,Meadgard,1350
