appid,title_old,title_new,rank_old,rank_new,rank_delta,abs_rank_delta,movement_type,spike_type,price_text_old,price_text_new,price_changed,release_text_old,release_text_new,release_changed
4393700,Elderfeast,Elderfeast,1429,1288,141,141,up,upward_spike,Free,Free,False,2027,2027,False
3080520,Farsight,Farsight,1526,1455,71,71,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
3846900,Sword Sage: Awakening,Sword Sage: Awakening,1350,1290,60,60,up,upward_spike,Free,Free,False,Coming soon,Coming soon,False
2561630,Moonfrost,Moonfrost,1536,1495,41,41,up,upward_spike,Free,Free,False,Coming soon,Coming soon,False
4745600,Motorsport Manager 2,Motorsport Manager 2,1156,1121,35,35,up,upward_spike,Free,Free,False,2027,2027,False
4533250,GrassChopper,GrassChopper,1054,1025,29,29,up,upward_spike,Free,Free,False,Coming soon,Coming soon,False
2593290,Dragon's Dogma 2: Dark Arisen Expansion,Dragon's Dogma 2: Dark Arisen Expansion,1126,1097,29,29,up,upward_spike,$29.99,$29.99,False,"Oct 8, 2026","Oct 8, 2026",False
4119710,Give Us A Sign,Give Us A Sign,1431,1406,25,25,up,upward_spike,Free,Free,False,Coming soon,Coming soon,False
2743290,Lazy River,Lazy River,1455,1431,24,24,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
4380490,Cat Mail Co.,Cat Mail Co.,533,511,22,22,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jul 6, 2026","Jul 6, 2026",False
4713940,Monster Fantasy,Monster Fantasy,828,807,21,21,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
3765010,Forensics: Crime Scene Detective,Forensics: Crime Scene Detective,701,681,20,20,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jul 13, 2026","Jul 13, 2026",False
4800590,Supermarket Chaos,Supermarket Chaos,1072,1052,20,20,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jun 29, 2026","Jun 29, 2026",False
