appid,query,video_id,url,title,contents_preview,published_at,date_classification,evidence_type
2433630,"""The Left Behind"" trailer",GrXe8YDbzYs,https://www.youtube.com/watch?v=GrXe8YDbzYs,Left Behind Official Trailer #1 (2014) - Nicolas Cage Movie HD,Subscribe to TRAILERS: http://bit.ly/sxaw6h Subscribe to COMING SOON: http://bit.ly/H2vZUn Like us on FACEBOOK: ...,2014-08-06T18:08:45+00:00,outside_window,youtube_video
2433630,"""The Left Behind"" trailer",7h2LtAG3Mkw,https://www.youtube.com/watch?v=7h2LtAG3Mkw,Left Behind ~ Trailer,"On an overseas flight to London, journalist Buck Williams and pilor Rayford Steele are caught in the middle of the most incredible ...",2009-10-30T16:15:13+00:00,outside_window,youtube_video
2433630,"""The Left Behind"" trailer",3thlR9_3K2k,https://www.youtube.com/watch?v=3thlR9_3K2k,Left Behind (2000) Rerelease Trailer 2014,"Before you watch the new Left Behind, make sure you check out the original movie. LEFT BEHIND follows Rayford Steele (Nicolas ...",2014-09-30T14:45:56+00:00,outside_window,youtube_video
2433630,"""The Left Behind"" trailer",dFlu7dmHQ_g,https://www.youtube.com/watch?v=dFlu7dmHQ_g,Left Behind: Rise Of The Antichrist - Official Trailer,"Left Behind: Rise Of The Antichrist - Official Trailer In Theaters January 26, 2023 https://www.leftbehindmovie.com After millions of ...",2022-11-21T15:18:05+00:00,outside_window,youtube_video
2433630,"""The Left Behind"" trailer",uskSBJsCf38,https://www.youtube.com/watch?v=uskSBJsCf38,"Left Behind Official Trailer (2013) Nicolas Cage, Thriller HD","http://www.joblo.com - ""Left Behind"" Official Trailer (2013) Nicolas Cage, Thriller HD A small group of survivors are left behind after ...",2014-05-30T13:59:19+00:00,outside_window,youtube_video
2433630,"""The Left Behind"" gameplay",cTpq1r1tzzE,https://www.youtube.com/watch?v=cTpq1r1tzzE,THE LEFT BEHIND Walkthrough [FM-Studio],THE LEFT BEHIND Walkthrough [FM-Studio] Play here: http://www.theescapegamessite.com/2022/04/fm-studio-left-behind.html ...,2022-04-27T14:53:43+00:00,outside_window,youtube_video
2433630,"""The Left Behind"" gameplay",9Jj2iRuUBpM,https://www.youtube.com/watch?v=9Jj2iRuUBpM,This New Zombie Game Is Gorgeous... But Is It Even Fun? - The Left Behind,Here's my first impressions for this brand new zombie survival game that's coming out later this month. I love the visuals and the ...,2026-07-18T21:15:10+00:00,inside_extended_window,youtube_video
2433630,"""The Left Behind"" gameplay",UvoDoqMqU0g,https://www.youtube.com/watch?v=UvoDoqMqU0g,Official Walkthrough - The Left Behind - A Forgotten Hill Tale,"Many children have been kidnapped. During a turbulent day, they were all set free. All but one. Today it is time for him to try to ...",2022-04-27T09:58:51+00:00,outside_window,youtube_video
2433630,"""The Left Behind"" gameplay",xbMlU3D5LnA,https://www.youtube.com/watch?v=xbMlU3D5LnA,Exploring a Post-Apocalyptic Netherlands in The Left Behind,"The Left Behind is an open-world zombie survival game set in a Dutch suburb during the apocalypse, challenging players to ...",2026-06-17T18:00:02+00:00,inside_extended_window,youtube_video
2433630,"""The Left Behind"" gameplay",6E4WwCEGIEc,https://www.youtube.com/watch?v=6E4WwCEGIEc,THE LAST OF US: LEFT BEHIND Full Gameplay Walkthrough / No Commentary【FULL GAME】4K UHD,THE LAST OF US: LEFT BEHIND Remake Full Gameplay Walkthrough / No Commentary【FULL GAME】4K UHD includes the ...,2024-07-31T18:10:11+00:00,outside_window,youtube_video
2433630,"""The Left Behind"" demo",j718S0cYyZk,https://www.youtube.com/watch?v=j718S0cYyZk,The left Behind Demo First 12 Minute Gameplay UE5,The left Behind Demo First 12 Minute Gameplay - New Unreal Engine 5 Game The Left Behind demo is a post-apocalyptic ...,2025-05-22T11:30:38+00:00,outside_window,youtube_video
2433630,"""The Left Behind"" demo",-Ix3JUohRvg,https://www.youtube.com/watch?v=-Ix3JUohRvg,The Left Behind  STEAM Next FEST DEMO!! || Any Good?? ||,The Left Behind STEAM FEST DEMO!! || Any Good?? || The Left Behind is a solo and co-op post-apocalyptic survival game.,2026-06-21T23:00:02+00:00,inside_extended_window,youtube_video
2433630,"""The Left Behind"" demo",D1jQKpse7Yw,https://www.youtube.com/watch?v=D1jQKpse7Yw,Slipknot - Left Behind [OFFICIAL VIDEO] [HD],"Slipknot's music video for 'Left Behind' from the album, Iowa - available now on Roadrunner Records. Download the album on ...",2009-10-27T01:00:58+00:00,outside_window,youtube_video
2433630,"""The Left Behind"" demo",eBAL3D1Lvag,https://www.youtube.com/watch?v=eBAL3D1Lvag,Slipknot - Lust Disease (Left Behind demo),Slipknot [1997],2020-02-06T19:20:03+00:00,outside_window,youtube_video
2433630,"""The Left Behind"" demo",Hk3Rj1z1soQ,https://www.youtube.com/watch?v=Hk3Rj1z1soQ,The Left Behind - Demo Trailer,In this demo you can play the first 30 minutes of the game: The Left Behind. The demo features a handcrafted post-apocalyptic ...,2025-04-30T05:30:07+00:00,outside_window,youtube_video
