appid,title_new,rank_new,price_text_new,release_text_new
1551980,Clive Barker's Hellraiser: Revival,153,$39.99,"Oct 8, 2026"
3068720,I Am Security,947,Free,Coming soon
2949750,Margin of the Strange,1097,Unpriced (Coming Soon),To be announced
3012300,Carbon,1098,Unpriced (Coming Soon),To be announced
1963190,The Backrooms World,1099,Free,To be announced
