appid,title_old,rank_old
1572000,Derelicts,100
2705130,Exoborne,138
2679100,Witchspire,140
4198090,Bradley the Badger,143
1501310,The Ranchers,152
3590650,OKU,160
2359600,Perfect New World,171
1401370,Viking City Builder,175
895160,Autonomica,186
2131860,Ashfall,197
914210,N1RV Ann-A: Cyberpunk Bartender Action,205
612400,The Last Night,206
2192380,Begone Beast,215
2411280,The Bornless,219
2017940,Pony Island 2: Panda Circus,224
763310,Projekt Z: Beyond Order,239
1898920,War of the Worlds,260
2365790,Let's Build a Dungeon,265
2796640,The Magus Circle,269
2193600,Paranormal Tales,271
1994000,Rogue Soulstone,274
2675650,Decrepit,277
1363940,Tenjutsu,284
3486530,Stupid Never Dies,286
1699050,Sanctuary: Shattered Sun,294
1442520,Akatori,301
2177510,EthrA,303
3617830,Scary Cargo,309
1340380,Kitori Academy,316
1051440,Ship Builder,317
1332100,Starship Simulator,318
1675680,INSTINCTION,323
3545560,Ironclad,331
2326200,NEO BERLIN 2087,340
2551550,Goodbye Seoul,342
2302470,Full Fathom,352
2578510,20MTD: Emberpath,355
3333990,Covenant,358
2175840,Sunkissed City,359
1792460,We Kill Monsters,365
1675260,Among the Trolls,367
1840880,Freaked Fleapit,369
2439770,PROJECT MIX,392
1976830,Vivaland,394
3763840,Felt That: Boxing,395
1747470,Road Diner Simulator,399
1752990,Class Zero Seven,401
3730310,Fractured Blooms,403
3886530,Westlanders,409
2526570,Band of Crusaders,410
792610,King of the Dwarves: Underground City Builder,412
2572040,Woodo,413
1166890,Necrofugitive,419
2239640,Earthblade,420
2362260,Decadent,425
1578940,Vampire Clans,429
3166050,Quite a Ride,438
1891280,Everbloom,439
1561740,Kriegsfront Tactics,441
3582810,Dandelion Void,446
1574480,Agent 64: Spies Never Die,449
3668850,Suikoden STAR LEAP,453
2764460,Sandustry,455
1146670,Beauty And Violence: Valkyries,456
1159390,Taxi Simulator,458
1593010,The Store is Closed,467
1547540,They Are Here: Alien Abduction Horror,470
2796220,Apogea,471
2601540,Drowned Lake,474
3051160,Black State,476
3707530,The Vernyhorn,478
2559370,The Scramble Vice,479
3001740,Pelican Harbor,487
2852700,BUS: Bro u Survived,491
2669060,Beyond Astra,494
1113400,Alliance of the Sacred Suns,497
2210150,At Fate's End,506
1053900,Radio the Universe,510
3393280,Anime Shop Simulator ✨,512
1447250,Junxions,514
2710740,Lost Legions,525
3245640,Starfinder: Afterlight,526
1575990,Twisted Tower,528
1186430,I.G.I. Origins,531
860210,Return to Nangrim,532
1792100,Motel Simulator,534
687440,In The Valley of Gods,535
2893350,Liftlands,537
2987350,Catly,539
1624930,Ad Mortem,542
1207360,Medieval Frontiers,543
3015820,To Kill a God,546
1149450,Tree of Life 2,550
4119090,The Daughter,551
3883910,La Divina Commedia,553
3058660,HARK THE GHOUL,554
2522120,Airframe Ultra,560
2614370,Mr. Nomad,564
3176500,Wizard Cats,566
3669430,Twilight Imperium Digital,570
1505940,Orc Warchief: Strategy Story,574
2193150,Kibu,576
1281640,Medic: Pacific War,577
3561220,Pass the Fear,579
1260940,Core Decay,580
1460210,Compound Fracture,582
3664440,Red Rust Pioneers,586
2067820,RetroSpace,587
2589980,Eden's Guardian,588
443190,Project Haven,589
2082980,Persist Online,590
2974160,Blighted,591
3372060,Hell Maiden,592
3925150,AUDIOMECH: your music transformed,595
1748280,Gate Zero,599
3268370,Tenkemo,601
2261560,We The People,602
2946850,Streets of Fortuna,604
2710040,Delverium,605
969330,The Way of Wrath,607
1443980,Roman Empire Wars,610
3038500,Cooking Simulator 2: Prologue,611
3989240,FPS Quest,615
1104600,Rune Fencer Illyia,618
3370490,Giggleland,619
2936290,The Life and Suffering of Prince Jerian,621
1917990,Being and Becoming,623
2434830,Surfpunk,624
3078140,Five Laps at Freddy's,625
1511480,AlterLife,628
3154460,Office Party,630
2975680,Revelation of Decay,631
1368050,La Mer La Guerre,634
2400980,AMONG THE WILD,639
3399240,Buster JAM!,640
4358270,Pickmos,646
3434920,SAGE,649
994680,The Dungeon Experience,650
3709430,Witch's Apocalyptic Journey,651
3744040,Kaidan,656
3915840,Steel Ark,660
3596040,Time Takers,661
3864190,MISHA,662
2464520,Surviving Deponia,664
2355020,Lost Hellden,668
2302120,Infinitum: The Backrooms Story,669
908770,Global Conflagration,671
2666580,Pathfinder: Abomination Vaults,672
1879250,Teatopia,674
2530870,GARBAGE COUNTRY,676
2885330,Fractured Mind,679
1553260,Scarlet Deer Inn,680
3183080,Kyoryu,681
1872970,Food Truck Empire,683
2052300,Glaciered,684
2275860,BAKUDO,685
3867570,Stellar Trader,689
3100690,Dust & Diesel: Deadland Delivery,693
1606970,Ronin Trail,696
2065580,Kitsune: The Journey of Adashino,700
2679070,IRONHIVE,701
2660230,Kill The Shadow,702
2684630,Endacopia,703
2220860,TSURUGIHIME,704
2411200,Underkeep,705
2052650,Sword & Shield Simulator,706
1349300,Yakuza Empire,708
2313380,Vicious Red,709
2671300,Trailblazers: Into the March,710
1171980,Neverlooted Dungeon,711
3219360,SOL Shogunate,712
4061090,Rift Fishing,717
1963690,ENENRA: DΔEMON CORE,720
2616100,Plague Lords,723
3266110,Black Pine: Incident Response,724
1403850,Mars Colony Builder,726
3325070,Forest Reigns,736
395830,LOW-FI,738
2413800,Samurai Pizza Cats: Blast from the Past!,739
1402820,Hostile Mars,742
3743140,Battleplan,743
1871640,The Backworld,744
2458980,Dimhaven - The Lost Source,745
2019620,GERONIMO,746
2444760,Nexomon 3,747
2372340,THREEDAYS,748
3376960,Nighthold,751
2406140,AIKODE,752
937450,Metropolisim,753
3445250,Daydream,754
2702430,Usual June,757
1803110,ASCENDANT,758
694320,UnderRail 2: Infusion,760
3602270,Whisk,761
1046920,Bushiden,762
2156390,WorldShards,764
3264150,Paloma Island,765
3066300,Sky Dust,769
3218100,I AM RIPPER,770
3036260,Wylde Society,771
2085080,Princess Hunter,773
2869850,Lorn Vale,774
2405340,Dead On Arrival,776
2420570,Portal BAGLEY,778
3564500,Lambda Fortress,783
2106730,Phantom Hellcat,785
1403030,Wanderlost,787
2228250,Endurance Motorsport Series,788
1048250,Bowlbo: The Quest for Bing Bing,791
1268790,Dark Fracture,792
2792320,Critter Crosser,793
2591790,ANIMAL USE PROTOCOL,794
2788210,DEEP STATE,795
3144010,Usagi Shima: Bunny Island,796
2083660,Littlelands,798
1101370,Wind Runners,799
1362000,Skyclimbers,802
2303850,Toxic Crusaders,803
1208170,Samurai Simulator,805
1415230,For The Stars,808
3523120,AEROMACHINA,809
1680780,Big Boy Boxing,811
2359660,Arisen Force: Vonimir,812
811760,The Last Exterminator,813
1108600,Last Moon,815
2787850,Runa,820
2561460,Burning Sword: Death Sun,821
1722610,Unawake,822
2548880,Divine Frequency,823
2822720,Echoes of Extinction,827
2059980,Oriental Immortal,828
925500,Innkeep,830
3340880,Silicone Heart,831
1390760,Nanzou: The Divine Court,837
1158190,Do Not Buy This Game,838
1257480,American Motorcycle Simulator,840
