appid,title_old,rank_old
3068720,I Am Security,841
1968940,Nazralath: The Fallen World,842
1163020,The Looter,845
3264980,HELL YEAH simulator,848
1394650,Detained: Too Good for School,849
2134470,34EVERLAST,854
1659360,Townseek,856
3156330,Anomaly President,857
3370970,Star Garden,858
2494020,Samurai Unicorn,859
2861090,War Mechanic,860
1445880,ROCKBEASTS,862
2740750,Rollin' Rascal,864
2378230,Neo Junk City,869
2824520,Displacement,871
2571410,500 CALIBER CONTRACTZ,873
2545200,Animaloid Girl,876
2445980,G-Rebels,881
1359270,Pirate Commander,883
2601530,Regular Home Renovation Simulator,885
632950,SiN Reloaded,887
2750400,Spearhead 2,888
3685570,FIGHT-QUEST,890
1774190,Elysian Eclipse,891
3846360,The Goblin Tavern,894
4373620,Fresco,895
1815150,NIGHT OF THE CONSUMERS,896
2559740,Tower Of Tears,897
1761210,The Touhou Empires,898
1732910,Photography Simulator,899
3620530,Police Stories 2,900
4042070,Angels In Orbit,902
2168070,Sorceress,904
3576070,Sudden Attack Zero Point,905
2363200,Fae & Fauna,910
4261180,Ascension: The Hehuan Sect & 66 Waifus,916
2155140,Police Station Simulator,918
1879940,Dark Mass,925
2583660,Fractured Alliance,926
2370280,Nobody's Left,927
1196230,Book of Aliens,930
2471680,Risimon,931
1376880,Ultimate Hunting®,932
2681560,Train Station Project,936
1630450,EDEN.schemata();,937
1714510,Kusan: City of Wolves,938
3201450,Darkfallen Survivors,939
4024440,Haunted Heist,940
2933200,Tukoni: Forest Keepers,943
2201470,Remnant Protocol,946
1927360,Mira and the Legend of the Djinns,947
3195360,Coromon: Rogue Planet,948
2159260,Vampire Rancher,949
2421000,BANDIT KNIGHT,950
3681260,Frostliner,951
669270,Momentum Mod,952
3804370,The Piper of Dawn,953
1707680,Referee Simulator,954
3534150,POSTAL 2 VR,955
1808160,Demon Spore,956
2415030,Crimson Hollow,957
4131730,VHOLUME,958
3561320,Open Fortress,959
2526200,Eyes Never Wake,960
1996090,Vapor World: Over The Mind,964
2713380,Shadows of Chroma Tower,965
2346870,The Big Lez Video Game,967
1323140,Ninja Simulator,968
2706400,A Silent Desolation,972
2441590,Ark：Release,973
1918830,The Time I Have Left,976
2271050,RESISTOR,977
3309550,Skarven,978
3600170,Escape the Scam Compound,980
575020,Outerra World Sandbox,982
2377930,Destiny of Immortal,983
2191280,Gurei,984
2166730,Electrokinetic,985
3788110,DungeonBox,986
3125320,Isadora's Edge,988
1963190,The Backrooms World,990
2687200,100 London Cats,991
3275120,Wasteland Travelers,994
2517940,Century of Steam,995
1579210,Riot Control Simulator,997
1116390,Negative Atmosphere,1000
2711690,VanLife Simulator,1002
2334930,DEEPEST FEAR™,1003
1818660,Kalyskah,1004
2601980,Space Scum,1005
3817250,"CICADAMATA""",1006
2664600,The Last Hour of an Epic TO THE MOON RPG,1007
2322260,Don't Kill Them All,1008
2564450,Auroria,1009
1503170,Liegecraft,1011
3688110,Kaiju Cleaner Simulator,1012
2565010,Tenet of the Spark,1013
4374950,KAREN,1014
2175180,Primitive,1015
3012300,Carbon,1020
2790850,Wing Haven,1021
1905580,Kloa - Child of the Forest,1024
1920290,Barkour,1025
2830070,SECOND-LOOP™,1026
1276510,Human Farm,1027
3545200,Space Dingus,1031
1617230,Paper Sky,1032
3500810,DreadOut 3,1033
1874090,Half-Life Decay: Solo Mission,1034
3251540,Oil Rig Simulator,1035
3746310,Chains of Lukomorye,1036
3235000,Kagura Survivors x Summer Memories,1037
1924600,March of Giants,1038
2340460,ONE WAY HOME,1039
1286190,Art of the Rail,1042
1868210,Bunker Builder Simulator,1043
1093810,Savior,1044
2620450,Highreach,1045
2697620,Combo Devils,1046
3094870,Amarillo's Desktop Pets,1047
2151810,darkwebSTREAMER,1048
2202650,Crescent County,1049
3361480,Bagdex,1050
1752530,B-17 Flying Fortress The Bloody 100th,1054
3530630,Bless You Again,1056
2591230,MEAT-GRINDER,1057
1111840,Urban Explorer,1059
3054550,Sil and the Fading World,1061
1830110,THE SIGNAL: Stranded on Sirenis,1063
3000510,Noblemen: 1941,1065
1428600,Stormrite,1066
1143070,Dynasty of the Sands,1067
971700,ALARA Prime,1069
2384640,WILD Tactics,1070
2949750,Margin of the Strange,1072
2852140,Dumb Ways to Party,1073
2665250,Rancher: A new life,1074
1482470,Pirates Republic,1075
1531180,Lost Isle,1076
2738660,Mecha Simultactics,1077
1931040,Dreamsettler,1078
2281620,Mars Horizon 2: The Search for Life,1081
2415500,Black Finger JET,1082
2468250,silkbulb test,1083
2236190,Vigilancer 2099,1086
1826020,Shred & Tear: Explosive Kajun,1092
1992100,Gas Station Simulator - Shady Deals DLC,1093
2027760,Bridgebourn,1094
1287610,Nirvana Noir,1095
4452700,STAGE TOUR,1096
1575790,Flawless Abbey,1099
2819470,Aquapark Tycoon,1100
3504490,Legacy of Valor,1104
1958160,moorestech,1105
1518330,Pirate Simulator,1107
1142570,We Stay Behind,1108
1384180,Cloud Exiles,1109
3763470,Wu-Tang: Rise of the Deceiver,1110
3279440,Drone Sector,1112
3433000,DOWNHILL,1116
3299050,No Such Place,1117
2379820,Forty-Niner,1118
3357310,ASUKA x Redline Reverie,1120
2282790,RIFTSTORM,1122
2873750,Pool of Madness,1123
1445190,DoubleShake,1124
3542500,"Please, Watch The Artwork",1126
1252070,STARHOME,1127
2113960,KVLT,1128
3258580,Don't Wake the Beast,1129
1409460,Brutal Fate,1130
2546810,Broken Sword - Parzival’s Stone,1132
4127280,Elestrals Awakened,1133
3832490,Antivirus Survivors 2003 Professional,1138
2666160,STARVEIL PROTOCOL A.A.A.,1141
3621690,My Eerie Lair,1142
1288540,Jupiter Moons: Mecha🦾,1143
881940,Guns 'n Goblins,1145
2022610,CRETE,1146
2173770,The Wings of Dawn,1147
2495320,Monsterpatch,1148
3408450,Tiny Hero Courier,1149
2749920,The Transylvania Adventure of Simon Quest,1151
3079170,ASKET,1152
2298250,GearGrit,1154
2243990,Withersworn,1156
1468400,Dreamhouse: The Game,1157
3164360,Age of Respair,1158
2214460,Project Feline,1160
4341010,Lost Track,1161
1493430,Agony: Lords of Hell,1162
1736220,Might of Merchants,1164
2525210,Timespinner 2: Unwoven Dream,1165
2728050,Scratchin' Melodii,1166
3255500,Ved: Recure,1167
433970,Destroyed Aperture,1170
1342400,Burning Lands,1171
1065740,REPO MAN,1173
4417350,Another Dead World,1179
4239080,Veil of the Soulstones,1180
1179020,Red Frost,1181
2895410,Monsterest,1184
2748140,Lands of Koastalia,1185
1792390,Life After End,1187
3447730,Boomer Simulator,1188
2893250,AGRONOM,1189
3867190,Rance 03,1190
1187640,Totemic,1191
2853430,Ravenwood Academy: A Wizard101 Story,1192
3282110,Sakichan - Track Of Fury,1193
2077890,Green Hawk Platoon,1194
2233390,Nuclear Sub,1195
3594610,GET YOKED: Extreme Bodybuilding,1198
3130220,Sagas of Lumin,1199
492540,She Dreams Elsewhere,1200
2734480,Trade Tales,1201
1456830,Sea Dogs: Legendary Edition,1202
2243690,B.C. Piezophile,1203
3460400,Harrowlands,1204
1648360,Luminary,1205
2857810,Sleight of Hand,1208
2257440,Tom the postgirl,1209
2349630,Litchi Town,1211
3755120,NIGHTIN CAGE,1212
2524200,KILLA,1213
904510,ARTIFICIAL,1214
3315060,Ledgerbound,1215
2543660,Legends Of Elementia,1216
1959280,Over Jump Rally,1217
3689540,KING's RAID,1220
3516590,Allumeria,1221
3829400,Grand Tactician: Napoleonic Wars (1792-1815),1222
3048060,Trivia Murder Party 3,1223
1191960,Detective Simulator,1224
2795590,Compensation Not Guaranteed,1225
2666920,Building Relationships,1226
3273260,Lost Host,1227
3867180,Rance IX,1229
3774860,BOMMY,1230
3563470,RAEV: Kingdom on the Distant Shores,1231
1435900,Route 66 Simulator,1232
2542310,Fatal Run 2089,1233
2775830,100 Pirate Cats,1234
3546610,Wielders of the Essence,1236
4020810,NTL: No Time Left,1237
3469420,Biofactory,1238
1363400,No More Light,1239
2276810,JunkTok: Paranormal Investigators Challenge,1242
1468110,Elements,1243
1163350,Property Tycoon,1244
3136340,Echoes Below,1246
1148130,Divinum,1248
2983860,ISO-CORE,1250
3640840,LANDLORD,1251
1387810,Soup Pot,1252
2154780,Elation For The Wonder Box 6000,1253
2154420,Never Alone 2,1255
1684370,Drug Grower Simulator,1256
3107530,Danchi Days,1257
2658410,Soul Blade,1258
2242340,Car Rental Simulator,1259
2981400,Middle Ages: Peasants & Knights,1260
3275050,Ex Sanguis,1261
3121890,Erased,1262
3445610,BOMBSHELL BLITZ,1263
3126990,Sealubbers,1266
2755990,Miss Paint,1268
2101420,GIMMIKO,1269
4164790,Survival Log,1270
2593980,Trainfort,1271
3316500,DMZ: Nuclear Survival,1272
3188660,Motocross The Game,1273
1253800,The Pope: Power & Sin,1274
1303940,Faraway Lands: Rise of Yokai,1275
3746560,Ethernia,1277
2593340,Wonderia,1278
3148560,Project TurboBlast,1280
2999120,Retrieval,1281
3238520,A Waddleful Life,1283
3256040,Shardbreakers,1284
1030780,Afterconflict,1285
2501620,Kandyland,1287
2537650,MEATSHOT,1288
3180340,RIG Riot,1289
2593570,DDS x Narcos,1290
3334760,Awaysis,1291
992840,Car Wash Simulator,1292
3309290,Black Raven,1293
1574290,Steel Bounty,1294
1825030,Daomei Village,1296
2741550,Pipsqueak!,1297
994560,Metal Revolution / 金属对决,1298
2520400,Nox Mortalis,1300
3052150,Split Fiction - Friend's Pass,1301
3718160,EVILBANE,1302
2465380,Primal Earth,1303
2262020,Exo Rally Championship,1306
2771630,Project C██████,1307
3209950,MARINES VS GOD,1308
3869500,VOIMA,1310
2278950,Stars of Icarus,1311
3856030,Bolt Action,1312
3619580,The Apocalypse,1314
4085430,Cozy Campfire Club,1315
3197890,LURKS WITHIN WALLS,1316
983680,SILENT DOOM,1318
3993370,Grand Pro Circuit,1319
3084810,Tower Lab,1320
3588150,The Bureau of Fantastical & Arcane Affairs,1321
2780230,PIGGY ONE SUPER SPARK,1322
2451040,Scarlet Lake,1323
1941640,4D Miner,1326
2605900,DIGESTED,1327
2707670,SCP: Valravn,1328
1602300,The Grotto Diary,1329
1797850,Goodlands,1330
3818090,Haunted Room! Urami-chan,1333
1416360,Dissident: Frostland Escape,1334
1120790,We are Legion: Rome,1336
2870250,Layers Deep,1337
1662050,Noble's Life: Kingdom Reborn,1338
2976030,Spell Fragments,1339
1621910,Radio Commander: Pacific '41,1340
2752020,Lair of the Leviathan,1344
3769800,Elevator,1345
685560,Arenus,1347
2986110,Rover's Tale,1348
2058960,Earthless,1349
1851420,INITIAL D,1350
3012400,Morriton Manor Stories: Nordic Whispers,1351
4113160,Begraved,1353
2396760,ShellShot Arena,1354
1261370,WILDLANDS,1355
1892100,HEART ABYSS,1357
2459030,Locator,1358
3557360,Second Stone: The Legend of the Hidden World,1359
782940,RAWMEN: Food Fighter Arena 🍜,1362
3441990,Withering Realms,1363
3869850,Welcome to the Game III,1364
2141160,Alien Deathstorm,1365
2478130,PROJECT SURVIVAL #Working title,1366
1965470,Barkhan,1367
3836490,Lead The Dragon,1368
612660,Just Us,1369
3987060,If Red Then Stop,1371
3276270,Fallen Fates,1374
4110140,Harvest Skies: Crop Dusting Simulator,1375
2353010,Pale Dots,1377
1294620,CrocApoca!! Crocodile maiden at the End of the World,1378
3770380,Please Serve Only the Most Delicious Garbage,1379
3086670,SKINWALKER: First Blood,1381
3512750,Vampire's Veil,1382
2542170,MOONSHIRE,1383
2427980,Monterona,1384
2921580,IMMORTAL: Gates of Pyre,1385
1834220,Rooster,1387
2561340,Deliver Us Home,1388
1512190,Hunternet Starfighter,1389
2528170,The Hearth and Harbour,1390
3572310,Ministry of Order,1391
3395320,Critical Shift,1392
3336070,CYBRLICH and the Death Cult of Labor,1393
4295810,A Whisper of Fall: Jinyiwei,1394
1766500,Dread Pilots,1395
1902860,Light Odyssey,1400
2251220,High Times - Dating/Cooking Sim,1401
942220,Ambulance Simulator,1403
2897710,Truck Manager,1406
905240,Street Tuning Evolution,1407
1356250,Airport Renovator,1408
2789020,Hibernaculum,1410
3541250,Welcome to Brightville,1411
3832030,BOOST VECTOR EX,1412
3919810,Moulder,1413
2275750,Ascendance,1414
2115210,URBANO - Legends' Debut,1416
2962320,Artificial Detective,1418
2027030,Power Drill Massacre,1419
1318190,Gladiators Manager,1420
3187650,Jigrift,1421
2629710,Rift: Genesis,1423
2856410,ALZARA Radiant Echoes,1424
4067370,Prospice,1425
3758980,NO STRAIGHT ROADS 2,1426
1387640,Where Birds Sleep,1427
1303400,Whisker Squadron: Untitled Space Game,1428
2134720,Stormbinders,1431
3424910,Mushroom Hunter Simulator,1432
1019932,Dark Deception Chapter 5,1435
1557140,What Lives Below,1437
3122600,Glintseeker Island,1438
1836400,Mossfield Origins,1441
1487570,Far North Survival,1442
1522360,Dinos Reborn,1444
2118890,Backrooms VHS,1445
2639270,Photography Simulator Wildlife Prologue,1446
1234570,Star Fetchers : Episode 1,1447
1561080,A Frog's Tale,1451
3822320,Dream Hollow,1452
3894850,Nothing To Declare,1456
3254990,Corpse Party II: Darkness Distortion,1457
2361560,Dr. Emmerson's Nocturnes,1458
1355900,Tattered Banners,1459
3513120,YAKOH SHINOBI OPS,1462
2485410,Slowly Sliding Ducks,1463
2165040,Sally,1464
3577020,Clean Start,1465
1713730,Moadra,1466
2408030,Anime Tokyo,1468
2776910,100 Paris Cats,1471
2590330,Dino Run 2,1472
1159150,BOC: Birth of Cultures,1473
1883360,The White Raven,1475
1207690,My Work Is Not Yet Done,1476
1576780,WWII Online: Chokepoint,1477
2284140,GREENFIELD,1479
2349420,ELDRIMAR,1480
3432980,Ballistic.exe,1481
3973160,Crimson Freedom,1482
2514620,Touhou Dungeon Maker: The labyrinth of heart,1483
1325580,The Mighty Eighth VR,1485
2482760,Hunting Simulator 3,1486
3466240,Valkyrie Iteration: Mecha Pilot Raising Pocket Simulator,1487
3806350,Harventure,1489
3845210,Papa Needs a Headshot,1491
1549600,Complex SKY,1492
2954590,Musgro Farm,1494
1686230,Mayday: The Survival Island,1495
1730790,A Sister's Journey,1497
3581910,Victory Banner,1500
1641040,Hyde's Haunt & Seek,1501
3103620,Witch the Showdown,1503
2547010,Mik,1504
2518790,Hieronymus,1505
2304360,Mainland,1507
1705720,Aftermath,1508
3075410,Hand of Fate: Hordes,1509
2446660,Dragonscale Monastery,1510
3716910,Whispers in the fog,1511
2334600,Family Land - Farmer Simulator,1513
3772190,HALLOW BLADE,1514
3453490,Rootbound,1515
3010150,BLOODY HELL 2,1516
2809220,Status Entropos,1517
2127730,Tactics Returners,1518
1636680,Peachleaf Valley: Seeds of Love - a farming inspired otome,1519
4240150,Sister Other Paranoia,1520
3681340,All Living Things,1521
3177710,On The Train,1522
847720,Söldner: Secret Wars Remastered,1523
1292510,Everstorm,1525
2082570,SCP - Containment Breach Reborn,1526
2539340,PlanetSmith,1527
1473260,Black Gold: Oil Drilling Simulator,1528
1668340,Eternal Tombs,1529
1472730,SimBus,1530
1157900,Ten Thousand Coins: The Golden Merchant,1531
2976110,Separated,1534
3193330,Tia:weird hunter,1536
2334320,Cthulhu Keeper,1537
2809200,Fading Skies,1538
2626570,GodsTV,1539
2497020,Sick Samurai,1541
3833810,Bioneers,1542
1735880,Drake Frontier,1543
1847180,MORTAL CRUX,1544
3749830,Neath,1545
896250,Liquidation,1546
2329070,POSTFROST,1547
2076210,Southfield,1548
764930,Hubert,1549
3900950,Too Many F*cking Nazis,1550
2507690,Thalassophobia,1551
2246370,Music Power Up,1552
2329690,KOOK,1553
3410390,Hear Tell of Hauntings,1554
3454770,Endless Machines,1555
1823210,Breeze in the Clouds,1557
3071440,A Week in the Life of Asocial Giraffe,1558
3622350,Kill Joy,1560
1647220,"Once,in Times of Chaos",1561
473750,Feudums,1562
4402330,The 9th Dragon,1565
2218540,Heavy Duty Construction,1566
3547910,Alisa: The Parting,1567
2198310,PALEOPHAGE,1568
3894830,Next In Line: Supermarket,1569
812910,Zodiac Legion,1570
3630010,CoopRooms,1571
2695810,Sunset Devils,1572
2453200,Metalstorm,1573
1188870,Earthbreakers,1574
816070,Blunt Force,1576
3560630,Meat Without Master,1577
1066740,Mercyful Flames: The Witches,1578
2710920,Aeterna Lucis,1581
1773220,Train Mechanic Simulator 2025,1582
1113080,Dog Trainer,1583
2381500,Engine Simulator,1584
1354980,Decimated,1585
1324400,Crimepunk Detective,1588
4463840,Inquisitor Simulator,1589
2841710,Vermin,1590
4096150,KinForge,1591
2139040,"Cook, Serve, Delicious: Re-Mustard!",1592
3404880,Someone's Inside Me,1593
1120330,Sky of Tides,1596
3323210,The Age of Bhaarat,1597
3432480,Shards of Order,1598
2503230,Bogdan's Cross,1599
4260270,Stranded with You,1601
4208140,Defender of the Crown: The Legend Returns,1602
2577430,Ghost Vanguard,1604
2185250,Iron Corbo: Kung Fu Janitor,1606
1689130,MaguSphere - Magical Cannon Girls,1607
1890780,Szrot,1608
2635440,Team Fortress 2 Legacy,1609
1892580,Zombotron Re-Boot,1610
1103820,Siege of Irdor,1611
2549040,Night of the Slayers,1612
3519500,Elusive,1613
2937690,Memora Wanderer,1615
1652580,Imperial Grace,1617
2499780,Garten of Banban 5,1618
1725980,Godshard Chronicles,1620
2642390,The Whims of the Gods,1621
2363280,NULLSPACE,1622
3168560,Dragon's Brew,1623
2964560,Happy Bastards,1625
3097730,Re:VER PROJECT -TOKYO-,1626
3459050,Acrolyte,1627
3502970,DO NOT PLAY,1630
2075460,They Speak From The Abyss,1631
1801140,Guns Undarkness,1633
3188510,Project SEVER,1634
4206080,Neidfyre,1635
1043850,Project Warlock: Lost Chapters,1637
2780040,Kimekyawa♥GenkaiBeat-chan!!,1642
2731290,Kanjozoku - Wangan Runners,1643
1635640,Rhythm Quest,1644
2290870,Clown Meat,1645
1735370,Necrowave,1646
2611600,Bumpkin and Sprout,1648
3850980,687 Days on Mars,1649
2231460,Roman Sands RE:Build,1650
2227100,Jerma's Big Adventure 2,1651
4414860,Direland,1653
3154550,Aegis Force: The Scorian War,1654
1776200,The Inn Between,1655
1313210,Nimoyd - Survival Sandbox,1657
3695630,Project Landsword,1658
3736800,Dungeon Picnic,1660
355750,Miegakure: Hide & Reveal,1661
2007350,Cozy Room,1663
3411900,Kero Quest 64,1664
1334230,Revolution: The Spark,1666
2611240,Normal Fishing,1668
3139290,Life of a Lonely Indie Game Developer,1669
4167640,Horde of Distraction,1670
1303090,Doctor Simulator,1671
4203890,Pirate Panic!,1672
988960,Silenced,1675
1449820,Police Interceptors,1676
4346690,Genigods: Nezha,1677
3432860,Psycho-Sleuth,1678
2864310,Forest Hills: The Last Year,1679
2014520,Tails of Fate,1680
1386720,Domynyo,1681
2352230,Little Big Adventure - Purple Empire,1683
2895680,"Below, Rusted Gods",1684
1444080,Dewdrop Dynasty,1685
2640200,Project D████,1687
1040240,Transformice Adventures,1688
2999040,Times of Survival,1689
1721590,DEATHGRIP,1690
2309440,Combat Champions,1691
2783370,Teeto,1693
1761910,Athanasia,1694
3718500,The Bagman,1697
2541930,Cozynauts,1699
2493130,Train Planet,1700
2704090,Celestial Return,1701
1865770,Ragnarok V: Returns,1702
3855850,Agent of Strange,1703
1697770,Doodle God Universe,1704
1689340,Island of Winds,1706
4200110,Nekome: Nazi Hunter,1710
3239830,Truth Scrapper,1711
2537980,Drăculești,1712
1236170,The Fold: Ingression,1713
2117160,Dead Age: Survivors,1714
2383240,Ecumene Aztec,1715
2358630,Western Rye,1716
2923140,Defcon Zero: Frontlines of Tomorrow,1717
1345450,Phantom Doctrine: The Cabal,1718
4054220,Unleash The Avatar,1719
1823300,Untamed Isles,1721
2578180,Save the Villainess: An Otome Isekai Roleplaying Game,1722
1983910,Prison Survival: Architect of Crime Simulator,1724
3891400,Mixed Spirits: Bartender,1725
2628450,Times of Progress,1726
1858700,Grey Eminence,1727
2597200,Across the Wonderlands,1728
4139200,Prism 2033,1729
1425660,SCP : Forgotten Facility,1730
3867160,Rance Quest Magnum,1731
2904640,Click Click Dig: Idle Mine,1732
4188680,Walled Haven,1733
2259590,Arcticide,1735
3130880,Solaria,1736
3017770,Zlin City: Arch Moderna,1738
3260240,Drivers of the Apocalypse,1739
1502460,B-17 Squadron,1741
3333190,Road Truckers: New Beginning,1742
3789230,Kalit,1743
3917700,DiceVaders,1744
1993210,Abyssals,1747
1936310,Sugoi Adventure! DragonSlayer,1748
1852510,Corsairs Legacy: Naval Mission - Pirate Action RPG,1749
2005910,Olliefrog Toad Skater,1751
3151140,Shelf Heroes,1754
3594530,Ghost Haunting,1755
3004280,World of Magic: Rise of Magic,1756
792380,Survival Journals,1757
3892510,Asterfel,1758
3045530,HEAVY AS STONE,1759
1898110,MeetLight and the secrets of the universe,1762
2530250,PARKSIDE: DECAYED SOUL MANIPULATION,1766
2946140,Windpunk,1767
