appid,title_new,rank_new,price_text_new,release_text_new
4920230,Afterworld,768,Unpriced (Coming Soon),To be announced
3621390,Tom Clancy’s Rainbow Six Tactics,965,Free,2027
2831170,Color Fear,1125,Unpriced (Coming Soon),August 2026
