appid,title_new,rank_new,price_text_new,release_text_new
2649560,Persona 6,441,Unpriced (Coming Soon),To be announced
3908940,Inferno Protocol,2229,Unpriced (Coming Soon),August 2026
3194740,FUMEHEAD,2256,Unpriced (Coming Soon),To be announced
2431080,Blood Dungeon,2586,Free,Coming soon
2840000,Lumina Veil,2597,Free,"Jun 22, 2026"
4198610,A Fighter’s Nova: Mindara,2600,Unpriced (Coming Soon),To be announced
