appid,title_old,rank_old
3483510,The Adventures of Elliot: The Millennium Tales,143
3986670,YOU ARE THE MONSTER,404
2169930,R-Type Tactics I • II Cosmos,1265
2288520,The Quiet Things,1641
3902750,Until Then: Afterimages,2106
3034650,BloomKeeper,2598
1532790,Pizza Empire,2599
2418040,Beyond The Plastic Wall,2600
3027810,Touhou Infinite Nocturne,2601
3091260,Darkbound,2602
2866330,Astera,2603
3474200,Burn the Midnight Oil,2605
4218720,OUTHATCHED,2606
1536440,Platoon Commander,2607
1185380,The Season of the Warlock,2608
3275750,Last Drop,2609
1043110,Kaiju Fishing,2610
3724300,Toto's Journey,2611
3722090,Parasensor,2612
1261360,Anitons,2613
3027860,Thief Simulator 2: Cruise Ship DLC,2615
1273980,HeatWave,2616
1878730,Terror: Endless Night,2617
1635500,Elements Destiny,2618
3930480,Dungeon Tourists,2619
777210,Vulpine,2620
2850840,Tokyo Mafia Simulator,2621
4253580,Toada Brava,2622
2508170,Homespace,2623
1490830,DYING : 1983,2624
1672790,ASKE,2625
