appid,title_new,rank_new,price_text_new,release_text_new
3151360,Agni: Village of Calamity,1247,Unpriced (Coming Soon),To be announced
3825390,BLUE REFLECTION Quartet,1249,$49.99,"Jul 29, 2026"
4507990,Wo Long 2: Wings of Ember,1250,Free,Q1 2027
