appid,title,url,published_at,contents_preview,date_classification,evidence_type
4562150,Next Fest is over!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1835871199313461,2026-06-22T16:34:31+00:00,"Hello everyone! First off, I just want to say that this past week has easily been one of the most exciting weeks of my life. I’ve always wanted to create games. Over the past few years, I’ve been working a lot, learning even more, and slowly trying to turn that dream into something real. And now, I ",inside_spike_window,steam_news
4562150,How To Grow a Black Hole Update,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1835871199310731,2026-06-21T10:36:55+00:00,"FixedFixed an issue where feed sources ""X AE required to unlock"" would not update unless the user interacted with the game.Fixed an issue where the info cards on upgrades would not update until the user hovered off and then hovered back over. Stats will now update in real time.Fixed an issue with th",inside_spike_window,steam_news
4562150,8000 WISHLISTS!!!!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1835871199310454,2026-06-21T05:43:15+00:00,"Today we hit 8000 wishlists and climbing! Thank you so much to everyone who has wishlisted the game, played the demo, filled out the survey, or shared feedback. I genuinely never expected this game to get this much attention. What started as a small side project I was making in my free time has now ",inside_spike_window,steam_news
4562150,How To Grow a Black Hole Update,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1835871199309251,2026-06-20T12:29:46+00:00,AddedAdded the option to skip the collapse sequence by holding LMB.TweakedTweaked the survey to include a new question regarding purchasing the game.FixedFixed bug that caused the game to create ghost duplicate while alt-tabbing out of the game.,inside_spike_window,steam_news
4562150,The Much Needed Update,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1835871199307657,2026-06-19T16:23:14+00:00,"Beautiful Celestial Beings!Thank you to everyone around the world who has been completing the survey. The feedback has been astonishing, insightful, and extremely motivating. You guys are amazing.This update focuses on fixing several issues reported through the survey, along with improvements to UI ",inside_extended_window,steam_news
4562150,How To Grow a Black Hole Update,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1835236783556540,2026-06-10T04:49:48+00:00,"TweakedReworked the collapse sequence visuals.Improved performance significantly during heavy particle load, collapses, and UI overlays.FixedFixed an issue where the accretion disk could reset or disappear during collapses.Fixed an issue where the black hole scene could freeze while the progression ",inside_extended_window,steam_news
4562150,How To Grow a Black Hole Launches June 23rd!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1834602721200286,2026-06-08T22:19:22+00:00,"I’m excited to officially announce that How To Grow a Black Hole will release on June 23rd, 2026.The game will launch on Steam for $3.99 USD.Release DetailsRelease Date: June 23rd, 2026 Launch Time: 10:00 AM PDT Platform: Steam Price: $3.99 USDGlobal Launch TimesHow To Grow a Black Hole will unlock ",inside_extended_window,steam_news
4562150,How To Grow a Black Hole Demo - Out Now!,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1833968530899217,2026-06-02T02:11:09+00:00,"The demo for How To Grow a Black Hole is officially available now on Steam.Jump in, start growing your black hole, and see how far you can push the limits before everything spirals out of control.Play the DemoThe demo gives you an early look at the core gameplay, progression, and chaotic growth syst",inside_extended_window,steam_news
4562150,The Big Hud Update,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1833334318579573,2026-05-26T14:52:02+00:00,"AddedAdded frost-style panels across the top bar, feed and upgrade rails, and the bottom dock.Added a starfield backdrop on the research screen, plus a grid layout and a Curvature balance readout in the corner.Research details has been reworked to be more visually compelling and easier to read.Progr",inside_extended_window,steam_news
4562150,How To Grow a Black Hole Update,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1832065502823837,2026-05-12T13:04:37+00:00,"AddedAdded a larger, scrollable Patch Notes view that can be opened from Settings.Added company splash music support at launch.Added a new splash sequence that fades from stars into warp speed, then reveals the black hole and game title.Added two research upgrades: Feed Lane Controls and Reversible ",inside_extended_window,steam_news
