appid,title_old,rank_old
4165910,Steam Machine,8
1431300,SAND: Raiders of Sophie,27
4312850,FISH,760
2840000,Lumina Veil,2281
1876420,Northward,2345
1949610,Luminous Nights,2398
3967130,Wild West Miner Simulator,2400
3798840,Reytrieve Odyssey,2401
1460810,Dungeon Munchies 2,2402
3375490,Block Block Block,2403
2391610,"HORSE LIFE: find horses in open world, survive in wild nature as a foal or pony",2405
1327200,Redneck Party,2407
2176770,Ragnarok Begins,2408
3347690,Among the Waves,2409
4137270,RV,2410
2743810,Kudo’s Kuppa,2411
1826770,Alice is Dead: Hearts and Diamonds,2412
4252700,Archon Soul,2413
3565480,Roadhouse Simulator,2414
4537820,Overcome Your Fears - Lighthouse,2415
3393850,Dicewood,2416
2987920,FPV Military Kamikaze Drone Simulator,2417
3846480,PLATONICA SPACE,2418
4298700,Escape By Spoon,2419
4143700,PinKeep,2420
2066740,ASMR Food Experience,2422
4261650,MASAKRE,2423
1678350,EXOCIDE,2425
