appid,title_old,title_new,rank_old,rank_new,rank_delta,abs_rank_delta,movement_type,spike_type,price_text_old,price_text_new,price_changed,release_text_old,release_text_new,release_changed
2702430,Usual June,Usual June,849,843,6,6,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,"Oct 28, 2026",True
1777480,Pathbreakers: Roaming Blades,Pathbreakers: Roaming Blades,494,491,3,3,up,none,Unpriced (Coming Soon),Free,True,2026,2027,True
2411200,Underkeep,Underkeep,776,773,3,3,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,Q4 2026,True
2871520,Deep Dish Dungeon,Deep Dish Dungeon,116,114,2,2,up,none,Free,Unpriced (Coming Soon),True,Coming soon,"Oct 13, 2026",True
3270430,Systemic War,Systemic War,386,384,2,2,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q4 2026,To be announced,True
3802140,Cassette Beasts 2002,Cassette Beasts 2002,576,574,2,2,up,none,Unpriced (Coming Soon),Free,True,To be announced,March 2027,True
3305930,Panzer Strike,Panzer Strike,595,593,2,2,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q3 2026,Q4 2026,True
2710040,Delverium,Delverium,648,646,2,2,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 22, 2026","Sep 21, 2026",True
2445260,Tyr,Tyr,550,549,1,1,up,none,Free,Free,False,Coming soon,"Sep 2, 2026",True
3640200,Dawson Oaks Trailer Park,Dawson Oaks Trailer Park,753,752,1,1,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,September 2026,"Sep 17, 2026",True
3660710,Armatus,Armatus,239,239,0,0,stable,none,Unpriced (Coming Soon),Free,True,2026,"Jan 7, 2027",True
