snapshot_id,captured_at_utc,rank,appid,title,release_text,price_text,game_url,page_number,position_on_page
6fe8dfe7-70c6-4910-ac97-e96948bcd3ff,2026-06-24T14:43:35.606416+00:00,1,1422450,Deadlock,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/1422450/Deadlock/,1,1
6fe8dfe7-70c6-4910-ac97-e96948bcd3ff,2026-06-24T14:43:35.606416+00:00,2,2719590,Light No Fire,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2719590/Light_No_Fire/,1,2
6fe8dfe7-70c6-4910-ac97-e96948bcd3ff,2026-06-24T14:43:35.606416+00:00,3,2769570,Fable,"Feb 23, 2027",$69.99,https://store.steampowered.com/app/2769570/Fable/,1,3
6fe8dfe7-70c6-4910-ac97-e96948bcd3ff,2026-06-24T14:43:35.606416+00:00,4,1774880,Blight: Survival,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/1774880/Blight_Survival/,1,4
6fe8dfe7-70c6-4910-ac97-e96948bcd3ff,2026-06-24T14:43:35.606416+00:00,5,2109770,Kingmakers,Coming soon,Free,https://store.steampowered.com/app/2109770/Kingmakers/,1,5
6fe8dfe7-70c6-4910-ac97-e96948bcd3ff,2026-06-24T14:43:35.606416+00:00,6,4199910,"Total War: WARHAMMER 40,000",To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/4199910/Total_War_WARHAMMER_40000/,1,6
6fe8dfe7-70c6-4910-ac97-e96948bcd3ff,2026-06-24T14:43:35.606416+00:00,7,2050420,ARK 2,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2050420/ARK_2/,1,7
6fe8dfe7-70c6-4910-ac97-e96948bcd3ff,2026-06-24T14:43:35.606416+00:00,8,1846700,Witchbrook,2026,Unpriced (Coming Soon),https://store.steampowered.com/app/1846700/Witchbrook/,1,8
6fe8dfe7-70c6-4910-ac97-e96948bcd3ff,2026-06-24T14:43:35.606416+00:00,9,1757350,ILL,2027,Free,https://store.steampowered.com/app/1757350/ILL/,1,9
6fe8dfe7-70c6-4910-ac97-e96948bcd3ff,2026-06-24T14:43:35.606416+00:00,10,2381520,Unrecord,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2381520/Unrecord/,1,10
6fe8dfe7-70c6-4910-ac97-e96948bcd3ff,2026-06-24T14:43:35.606416+00:00,11,4165890,Steam Frame,Coming soon,Free,https://store.steampowered.com/app/4165890/Steam_Frame/,1,11
6fe8dfe7-70c6-4910-ac97-e96948bcd3ff,2026-06-24T14:43:35.606416+00:00,12,3751260,The Blood of Dawnwalker,"Sep 2, 2026",$69.99,https://store.steampowered.com/app/3751260/The_Blood_of_Dawnwalker/,1,12
6fe8dfe7-70c6-4910-ac97-e96948bcd3ff,2026-06-24T14:43:35.606416+00:00,13,4115450,Phantom Blade Zero,"Oct 28, 2026",Unpriced (Coming Soon),https://store.steampowered.com/app/4115450/Phantom_Blade_Zero/,1,13
