snapshot_id,captured_at_utc,rank,appid,title,release_text,price_text,game_url,page_number,position_on_page
8d966735-ccd6-4330-b87a-5baef8bbd6ef,2026-08-29T16:31:26.744627+00:00,1,1422450,Deadlock,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/1422450/Deadlock/,1,1
8d966735-ccd6-4330-b87a-5baef8bbd6ef,2026-08-29T16:31:26.744627+00:00,2,2719590,Light No Fire,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2719590/Light_No_Fire/,1,2
8d966735-ccd6-4330-b87a-5baef8bbd6ef,2026-08-29T16:31:26.744627+00:00,3,2769570,Fable,"Feb 23, 2027",$69.99,https://store.steampowered.com/app/2769570/Fable/,1,3
8d966735-ccd6-4330-b87a-5baef8bbd6ef,2026-08-29T16:31:26.744627+00:00,4,4534960,Dear Passengers,2026,Unpriced (Coming Soon),https://store.steampowered.com/app/4534960/Dear_Passengers/,1,4
8d966735-ccd6-4330-b87a-5baef8bbd6ef,2026-08-29T16:31:26.744627+00:00,5,1774880,Blight: Survival,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/1774880/Blight_Survival/,1,5
8d966735-ccd6-4330-b87a-5baef8bbd6ef,2026-08-29T16:31:26.744627+00:00,6,4115450,Phantom Blade Zero,"Oct 28, 2026",$59.99,https://store.steampowered.com/app/4115450/Phantom_Blade_Zero/,1,6
8d966735-ccd6-4330-b87a-5baef8bbd6ef,2026-08-29T16:31:26.744627+00:00,7,4199910,"Total War: WARHAMMER 40,000",To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/4199910/Total_War_WARHAMMER_40000/,1,7
8d966735-ccd6-4330-b87a-5baef8bbd6ef,2026-08-29T16:31:26.744627+00:00,8,2109770,Kingmakers,Coming soon,Free,https://store.steampowered.com/app/2109770/Kingmakers/,1,8
8d966735-ccd6-4330-b87a-5baef8bbd6ef,2026-08-29T16:31:26.744627+00:00,9,"2054970,2593180,2593190,2593290",Dragon's Dogma 2: Dark Arisen,"Oct 8, 2026",$49.99,https://store.steampowered.com/sub/1686522/,1,9
8d966735-ccd6-4330-b87a-5baef8bbd6ef,2026-08-29T16:31:26.744627+00:00,10,3751260,The Blood of Dawnwalker,"Sep 2, 2026",$69.99,https://store.steampowered.com/app/3751260/The_Blood_of_Dawnwalker/,1,10
8d966735-ccd6-4330-b87a-5baef8bbd6ef,2026-08-29T16:31:26.744627+00:00,11,4824610,Resident Evil Veronica,2027,Free,https://store.steampowered.com/app/4824610/Resident_Evil_Veronica/,1,11
8d966735-ccd6-4330-b87a-5baef8bbd6ef,2026-08-29T16:31:26.744627+00:00,12,1846700,Witchbrook,2026,Unpriced (Coming Soon),https://store.steampowered.com/app/1846700/Witchbrook/,1,12
